,trip_id,route_id,stop_id,vehicle_id,time_of_day,service_date,dist_along_route,stop_num_from_call,estimated_arrival_time,actual_arrival_time,shape_id
31,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:00:00,20160104.0,11621.2132258,5.0,3030.2617036,3106.672493,X210011
32,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:05:00,20160104.0,17932.5090323,5.0,2351.33584338,2806.672493,X210011
33,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:10:00,20160104.0,24290.7126984,4.0,1940.00432144,2506.672493,X210011
34,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:15:00,20160104.0,31460.9392063,4.0,1521.54667736,2206.672493,X210011
35,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:20:00,20160104.0,39363.2377778,4.0,1060.36497836,1906.672493,X210011
36,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:25:00,20160104.0,42129.5953226,4.0,898.919107771,1606.672493,X210011
37,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:30:00,20160104.0,44767.414375,4.0,744.974801412,1306.672493,X210011
38,CA_A6-Weekday-SDon-039000_MISC_435,S52,202788.0,8209.0,2016-01-04 12:00:00,20160104.0,8975.2115873,1.0,55.5937262337,47.64444,S520109
39,CA_A6-Weekday-SDon-039000_S66_301,S66,202692.0,8230.0,2016-01-04 12:00:00,20160104.0,9238.5075,1.0,3.47293662338,5.735423,S660044
40,CA_A6-Weekday-SDon-039000_X14_306,X14,805033.0,2660.0,2016-01-04 12:00:00,20160104.0,8526.51909091,4.0,590.833470076,723.63646,X140122
41,CA_A6-Weekday-SDon-039000_X14_306,X14,805033.0,2660.0,2016-01-04 12:05:00,20160104.0,10109.12,1.0,260.868946872,423.63646,X140122
42,CA_A6-Weekday-SDon-039000_X14_306,X14,805033.0,2660.0,2016-01-04 12:10:00,20160104.0,11346.9970968,1.0,165.328261598,123.63646,X140122
43,CA_A6-Weekday-SDon-039000_X14_306,X14,805038.0,2660.0,2016-01-04 12:00:00,20160104.0,8526.51909091,10.0,1699.45770006,1410.239795,X140122
44,CA_A6-Weekday-SDon-039000_X14_306,X14,805038.0,2660.0,2016-01-04 12:05:00,20160104.0,10109.12,7.0,1369.49317686,1110.239795,X140122
45,CA_A6-Weekday-SDon-039000_X14_306,X14,805038.0,2660.0,2016-01-04 12:10:00,20160104.0,11346.9970968,7.0,1273.95249159,810.239795,X140122
46,CA_A6-Weekday-SDon-039000_X14_306,X14,805038.0,2660.0,2016-01-04 12:15:00,20160104.0,16163.7220635,5.0,796.244749072,510.239795,X140122
47,CA_A6-Weekday-SDon-039000_X14_306,X14,805038.0,2660.0,2016-01-04 12:20:00,20160104.0,19147.8139583,2.0,283.138221239,210.239795,X140122
48,CA_A6-Weekday-SDon-039200_S5181_302,S51,200142.0,7034.0,2016-01-04 12:00:00,20160104.0,8120.02,5.0,264.994553256,320.060024,S510082
49,CA_A6-Weekday-SDon-039200_S5181_302,S51,200142.0,7034.0,2016-01-04 12:05:00,20160104.0,9131.10096774,1.0,30.8997015145,20.060024,S510082
50,CA_A6-Weekday-SDon-039200_S5181_302,S51,200149.0,7034.0,2016-01-04 12:00:00,20160104.0,8120.02,11.0,581.426643948,687.600359,S510082
51,CA_A6-Weekday-SDon-039200_S5181_302,S51,200149.0,7034.0,2016-01-04 12:05:00,20160104.0,9131.10096774,7.0,347.331792207,387.600359,S510082
52,CA_A6-Weekday-SDon-039200_S5181_302,S51,200149.0,7034.0,2016-01-04 12:10:00,20160104.0,10357.4548387,3.0,103.400770612,87.600359,S510082
53,CA_A6-Weekday-SDon-039400_S4696_304,S96,200261.0,7030.0,2016-01-04 12:00:00,20160104.0,7873.88225806,2.0,136.79032156,179.764302,S960062
54,CA_A6-Weekday-SDon-039400_S4696_304,S96,200266.0,7030.0,2016-01-04 12:00:00,20160104.0,7873.88225806,4.0,382.439209253,393.121665,S960062
55,CA_A6-Weekday-SDon-039400_S4696_304,S96,200266.0,7030.0,2016-01-04 12:05:00,20160104.0,8851.20225806,1.0,61.4031303039,93.121665,S960062
56,CA_A6-Weekday-SDon-039500_S93_304,S93,301707.0,7085.0,2016-01-04 12:00:00,20160104.0,8584.55263158,4.0,810.878181472,1130.295745,S930077
57,CA_A6-Weekday-SDon-039500_S93_304,S93,301707.0,7085.0,2016-01-04 12:05:00,20160104.0,9648.86625,3.0,651.134561442,830.295745,S930077
58,CA_A6-Weekday-SDon-039500_S93_304,S93,301707.0,7085.0,2016-01-04 12:10:00,20160104.0,13014.4436364,3.0,301.112981816,530.295745,S930077
59,CA_A6-Weekday-SDon-039500_S93_304,S93,301707.0,7085.0,2016-01-04 12:15:00,20160104.0,13918.2248387,2.0,109.134125457,230.295745,S930077
60,CA_A6-Weekday-SDon-039500_S93_304,S93,307203.0,7085.0,2016-01-04 12:00:00,20160104.0,8584.55263158,2.0,553.943174762,714.025626,S930077
61,CA_A6-Weekday-SDon-039500_S93_304,S93,307203.0,7085.0,2016-01-04 12:05:00,20160104.0,9648.86625,1.0,394.199554732,414.025626,S930077
62,CA_A6-Weekday-SDon-039500_S93_304,S93,307203.0,7085.0,2016-01-04 12:10:00,20160104.0,13014.4436364,1.0,44.1779751052,114.025626,S930077
63,CA_A6-Weekday-SDon-039800_MISC_412,S90,200019.0,8210.0,2016-01-04 12:00:00,20160104.0,6143.18741935,1.0,17.1246860924,31.152059,S900027
64,CA_A6-Weekday-SDon-039800_MISC_412,S90,200020.0,8210.0,2016-01-04 12:00:00,20160104.0,6143.18741935,2.0,55.8183765374,153.229847,S900027
65,CA_A6-Weekday-SDon-039800_MISC_412,S90,202738.0,8210.0,2016-01-04 12:00:00,20160104.0,6143.18741935,6.0,222.696282723,366.781478,S900027
66,CA_A6-Weekday-SDon-039800_MISC_412,S90,202738.0,8210.0,2016-01-04 12:05:00,20160104.0,7082.06121212,1.0,48.8240901859,66.781478,S900027
67,CA_A6-Weekday-SDon-039900_X1011_310,X10B,203612.0,2217.0,2016-01-04 12:00:00,20160104.0,6670.09967742,3.0,287.917060747,254.540817,X10B0011
68,CA_A6-Weekday-SDon-040000_MISC_453,S53,200128.0,7072.0,2016-01-04 12:00:00,20160104.0,3721.415,22.0,1084.39913518,1338.024036,S530118
69,CA_A6-Weekday-SDon-040000_MISC_453,S53,200128.0,7072.0,2016-01-04 12:05:00,20160104.0,4810.50774194,18.0,871.076613896,1038.024036,S530118
70,CA_A6-Weekday-SDon-040000_MISC_453,S53,200715.0,7072.0,2016-01-04 12:00:00,20160104.0,3721.415,2.0,82.4916982884,157.932077,S530118
71,CA_A6-Weekday-SDon-040000_MISC_453,S53,307203.0,7072.0,2016-01-04 12:00:00,20160104.0,3721.415,27.0,1674.50404273,2380.834748,S530118
72,CA_A6-Weekday-SDon-040000_MISC_453,S53,307203.0,7072.0,2016-01-04 12:05:00,20160104.0,4810.50774194,23.0,1461.18152144,2080.834748,S530118
