,trip_id,route_id,stop_id,vehicle_id,time_of_day,service_date,dist_along_route,stop_num_from_call,estimated_arrival_time,actual_arrival_time,shape_id
0,CA_A6-Weekday-SDon-036000_X21_302,X21,403239.0,2652.0,2016-01-04 12:00:00,20160104.0,47647.7396429,1.0,52.3535738178,291.133652,X210011
1,CA_A6-Weekday-SDon-036000_X21_302,X21,403245.0,2652.0,2016-01-04 12:00:00,20160104.0,47647.7396429,4.0,577.386509397,740.628336,X210011
2,CA_A6-Weekday-SDon-036000_X21_302,X21,403245.0,2652.0,2016-01-04 12:05:00,20160104.0,48579.886875,3.0,509.825315885,440.628336,X210011
3,CA_A6-Weekday-SDon-036000_X21_302,X21,403245.0,2652.0,2016-01-04 12:10:00,20160104.0,49514.8376923,1.0,145.186456632,140.628336,X210011
4,CA_A6-Weekday-SDon-037500_MISC_433,X11,404242.0,2653.0,2016-01-04 12:00:00,20160104.0,20437.6609677,7.0,1696.66624732,1109.293769,X110053
5,CA_A6-Weekday-SDon-037500_MISC_433,X11,404242.0,2653.0,2016-01-04 12:05:00,20160104.0,25424.176129,7.0,1172.77776805,809.293769,X110053
6,CA_A6-Weekday-SDon-037500_MISC_433,X11,404242.0,2653.0,2016-01-04 12:10:00,20160104.0,28694.25,7.0,829.220399434,509.293769,X110053
7,CA_A6-Weekday-SDon-037500_MISC_433,X11,404242.0,2653.0,2016-01-04 12:15:00,20160104.0,29648.3953968,5.0,383.216637329,209.293769,X110053
8,CA_A6-Weekday-SDon-037500_X21_303,X21,403239.0,2584.0,2016-01-04 12:00:00,20160104.0,40989.1775,1.0,440.217928481,1204.822028,X210011
9,CA_A6-Weekday-SDon-037500_X21_303,X21,403239.0,2584.0,2016-01-04 12:05:00,20160104.0,44084.544031,1.0,259.891190191,904.822028,X210011
10,CA_A6-Weekday-SDon-037500_X21_303,X21,403239.0,2584.0,2016-01-04 12:10:00,20160104.0,45887.5356842,1.0,154.854322755,604.822028,X210011
11,CA_A6-Weekday-SDon-037500_X21_303,X21,403239.0,2584.0,2016-01-04 12:15:00,20160104.0,47561.7876224,1.0,57.3174436593,304.822028,X210011
12,CA_A6-Weekday-SDon-037500_X21_303,X21,403245.0,2584.0,2016-01-04 12:00:00,20160104.0,40989.1775,4.0,964.57117121,1749.275731,X210011
13,CA_A6-Weekday-SDon-037500_X21_303,X21,403245.0,2584.0,2016-01-04 12:05:00,20160104.0,44084.544031,4.0,784.244432921,1449.275731,X210011
14,CA_A6-Weekday-SDon-037500_X21_303,X21,403245.0,2584.0,2016-01-04 12:10:00,20160104.0,45887.5356842,4.0,679.207565485,1149.275731,X210011
15,CA_A6-Weekday-SDon-037500_X21_303,X21,403245.0,2584.0,2016-01-04 12:15:00,20160104.0,47561.7876224,4.0,581.670686389,849.275731,X210011
16,CA_A6-Weekday-SDon-037500_X21_303,X21,403245.0,2584.0,2016-01-04 12:20:00,20160104.0,48608.3546875,3.0,496.496388219,549.275731,X210011
17,CA_A6-Weekday-SDon-037500_X21_303,X21,403245.0,2584.0,2016-01-04 12:25:00,20160104.0,49116.8661538,2.0,288.201149777,249.275731,X210011
18,CA_A6-Weekday-SDon-038000_S53_307,S53,307203.0,7067.0,2016-01-04 12:00:00,20160104.0,9460.94935484,1.0,375.293051319,515.40483,S530118
19,CA_A6-Weekday-SDon-038000_S53_307,S53,307203.0,7067.0,2016-01-04 12:05:00,20160104.0,10927.7074194,1.0,243.610023957,215.40483,S530118
20,CA_A6-Weekday-SDon-038500_MISC_432,S76,201612.0,8217.0,2016-01-04 12:00:00,20160104.0,10315.4889362,1.0,37.6310630016,83.439729,S760058
21,CA_A6-Weekday-SDon-038500_S93_303,S93,301707.0,7065.0,2016-01-04 12:00:00,20160104.0,10396.1077419,3.0,611.207449719,690.750889,S930077
22,CA_A6-Weekday-SDon-038500_S93_303,S93,301707.0,7065.0,2016-01-04 12:05:00,20160104.0,13389.84875,3.0,290.057631006,390.750889,S930077
23,CA_A6-Weekday-SDon-038500_S93_303,S93,301707.0,7065.0,2016-01-04 12:10:00,20160104.0,14006.9909677,2.0,98.6396604083,90.750889,S930077
24,CA_A6-Weekday-SDon-038500_S93_303,S93,307203.0,7065.0,2016-01-04 12:00:00,20160104.0,10396.1077419,1.0,326.447130485,322.411813,S930077
25,CA_A6-Weekday-SDon-038500_S93_303,S93,307203.0,7065.0,2016-01-04 12:05:00,20160104.0,13389.84875,1.0,5.29731177227,22.411813,S930077
26,CA_A6-Weekday-SDon-039000_MISC_434,X21,403239.0,2587.0,2016-01-04 12:00:00,20160104.0,11621.2132258,2.0,2505.05349006,2520.647182,X210011
27,CA_A6-Weekday-SDon-039000_MISC_434,X21,403239.0,2587.0,2016-01-04 12:05:00,20160104.0,17932.5090323,2.0,1823.84076441,2220.647182,X210011
28,CA_A6-Weekday-SDon-039000_MISC_434,X21,403239.0,2587.0,2016-01-04 12:10:00,20160104.0,24290.7126984,1.0,1412.8295166,1920.647182,X210011
29,CA_A6-Weekday-SDon-039000_MISC_434,X21,403239.0,2587.0,2016-01-04 12:15:00,20160104.0,31460.9392063,1.0,995.170078912,1620.647182,X210011
30,CA_A6-Weekday-SDon-039000_MISC_434,X21,403239.0,2587.0,2016-01-04 12:20:00,20160104.0,39363.2377778,1.0,534.868082295,1320.647182,X210011
31,CA_A6-Weekday-SDon-039000_MISC_434,X21,403239.0,2587.0,2016-01-04 12:25:00,20160104.0,42129.5953226,1.0,373.730169103,1020.647182,X210011
32,CA_A6-Weekday-SDon-039000_MISC_434,X21,403239.0,2587.0,2016-01-04 12:30:00,20160104.0,44767.414375,1.0,220.079510937,720.647182,X210011
33,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:00:00,20160104.0,11621.2132258,5.0,3029.33891846,3106.672493,X210011
34,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:05:00,20160104.0,17932.5090323,5.0,2348.1261928,2806.672493,X210011
35,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:10:00,20160104.0,24290.7126984,4.0,1937.11494499,2506.672493,X210011
36,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:15:00,20160104.0,31460.9392063,4.0,1519.45550731,2206.672493,X210011
37,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:20:00,20160104.0,39363.2377778,4.0,1059.15351069,1906.672493,X210011
38,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:25:00,20160104.0,42129.5953226,4.0,898.0155975,1606.672493,X210011
39,CA_A6-Weekday-SDon-039000_MISC_434,X21,403245.0,2587.0,2016-01-04 12:30:00,20160104.0,44767.414375,4.0,744.364939334,1306.672493,X210011
