,ratio_baseline,linear_regression,SVM,NN,GP
0,1.14423720247,0.962566739122,0.987454025958,0.966549574614,0.962057853724
1,1.03613073948,0.883564936181,0.898017512794,0.892632271966,0.872626662284
2,0.830856162491,0.68348022243,0.704981061952,0.678989451413,0.693989779987
3,1.29473806257,1.06985010355,1.11265781385,1.07194092651,1.08680726618
4,1.45144018692,1.19623997134,1.24798326946,1.20382623218,1.21858637439
5,1.14266387209,0.980748024524,0.99210617458,0.992689030337,0.963014685469
6,1.19561682786,0.971820924409,1.02203937356,0.966410649442,1.00152291024
7,1.56141623216,1.27596347886,1.33342767142,1.25818059387,1.30745703503
8,1.12668955088,0.947941795791,0.973383752573,0.955994943972,0.94770606667
9,0.889705862396,0.715657484169,0.754390994204,0.727901790967,0.742914118048
10,1.05820310988,0.867963464177,0.902267300085,0.852296477515,0.885555100606
11,1.41959524957,1.19286736645,1.22634527507,1.20392930545,1.19404534903
12,1.04028409899,0.900482902114,0.904461407602,0.910564646791,0.877206762668
13,1.21878975576,1.01271807544,1.04678381704,1.00751517447,1.02283790794
14,1.54115761091,1.31435864326,1.2916202662,1.34104746326,1.28112181704
15,1.34741927681,1.11568600728,1.13522242381,1.13830425463,1.12235699288
16,1.07557094093,0.887711254366,0.922219001002,0.882115580452,0.902047158443
17,1.34777641704,1.11806923,1.16479294085,1.14263370161,1.13379512426
18,1.65369507409,1.33145494409,1.40905643744,1.33136151446,1.38348303679
19,1.33204972482,1.10703027716,1.14470667336,1.10373367655,1.11813231771
20,1.60282913106,1.30521249209,1.36499814612,1.29188624051,1.34068273275
21,1.20034972328,0.991065192708,1.02647649047,0.974001982317,1.00566384199
22,1.23724522881,1.01802433734,1.05185608905,1.00268017129,1.03422160304
23,1.36571631361,1.12899499579,1.17239392747,1.12580889674,1.14591303223
24,1.16628384042,0.971954258641,1.00918877649,0.994475470596,0.981592001451
25,1.30373642681,1.12076246351,1.13211965041,1.13358860582,1.09882757215
26,0.854232743652,0.725286558605,0.739953954805,0.733734634106,0.719273334889
27,1.11834730285,0.932568320739,0.961469474782,0.928763245649,0.938908584556
28,1.03797673549,0.849158277904,0.886880228244,0.838275569085,0.869330393058
29,1.17865052466,1.09487515806,1.03669692908,1.09923512627,0.998437853344
30,1.24040203788,1.01209156062,1.06721598658,1.02994894442,1.04164515143
31,1.14904243903,0.946731945376,0.977671815949,0.928550239367,0.960801004818
32,0.770598767849,0.88032357743,0.689572294826,0.818883936993,0.657378482998
