,trip_id,route_id,stop_id,vehicle_id,time_of_day,date,dist_along_route,stop_num_from_call,estimated_arrival_time,actual_arrival_time
58,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2669.0,12:00:00,20160127.0,8313.68827068,22.0,3252.81638989,3505.95993777
59,CA_A6-Weekday-SDon-040000_X14_307,X14,402144,2193.0,12:00:00,20160127.0,5015.00989105,32.0,4215.77650199,5291.11162953
60,CA_A6-Weekday-SDon-036300_X14_304,X14,402144,2661.0,12:05:00,20160127.0,27444.8866667,7.0,1022.77515485,729.908485507
61,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2224.0,12:05:00,20160127.0,15809.5978037,17.0,2534.88590912,2377.00463679
62,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2669.0,12:05:00,20160127.0,9462.1243609,21.0,3171.49517782,3205.95993777
63,CA_A6-Weekday-SDon-040000_X14_307,X14,402144,2193.0,12:05:00,20160127.0,6264.76319844,28.0,3925.21698467,4991.11162953
64,CA_A6-Weekday-SDon-041000_X14_308,X14,402144,2666.0,12:10:00,20160127.0,5226.45536082,31.0,4090.26236219,5117.23151034
65,CA_A6-Weekday-SDon-036300_X14_304,X14,402144,2661.0,12:10:00,20160127.0,30648.8038947,2.0,375.107975309,429.908485507
66,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2196.0,12:10:00,20160127.0,3107.27691489,38.0,4621.26696726,5811.48300558
67,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2224.0,12:10:00,20160127.0,18358.5916842,14.0,2060.40695463,2077.00463679
68,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2669.0,12:10:00,20160127.0,10564.5925532,19.0,2888.21776416,2905.95993777
69,CA_A6-Weekday-SDon-040000_X14_307,X14,402144,2193.0,12:10:00,20160127.0,7393.14731959,25.0,3639.96660477,4691.11162953
70,CA_A6-Weekday-SDon-041000_X14_308,X14,402144,2666.0,12:15:00,20160127.0,6189.645,28.0,3908.6140096,4817.23151034
71,CA_A6-Weekday-SDon-036300_X14_304,X14,402144,2661.0,12:15:00,20160127.0,33137.9606452,2.0,513.649702342,129.908485507
72,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2196.0,12:15:00,20160127.0,4509.194375,33.0,4256.28846316,5511.48300558
73,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2224.0,12:15:00,20160127.0,22831.0381818,12.0,1713.63606828,1777.00463679
74,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2669.0,12:15:00,20160127.0,13872.9392063,18.0,2692.42018801,2605.95993777
75,MA_A6-Weekday-SDon-043000_MISC_651,X14,402144,2703.0,12:15:00,20160127.0,482.431875,46.0,5072.83611256,6482.87437525
76,CA_A6-Weekday-SDon-040000_X14_307,X14,402144,2193.0,12:15:00,20160127.0,8699.91016129,22.0,3300.50277877,4391.11162953
77,CA_A6-Weekday-SDon-041000_X14_308,X14,402144,2666.0,12:20:00,20160127.0,7663.213125,24.0,3492.91681581,4517.23151034
78,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2196.0,12:20:00,20160127.0,6228.88225806,28.0,3917.28641164,5211.48300558
79,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2224.0,12:20:00,20160127.0,26162.3183871,11.0,1670.66494583,1477.00463679
80,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2669.0,12:20:00,20160127.0,17274.2815789,15.0,2293.55519584,2305.95993777
81,MA_A6-Weekday-SDon-043000_MISC_651,X14,402144,2703.0,12:20:00,20160127.0,1706.9530303,41.0,4778.36217595,6182.87437525
82,CA_A6-Weekday-SDon-040000_X14_307,X14,402144,2193.0,12:20:00,20160127.0,9726.58848485,20.0,3089.15268362,4091.11162953
83,CA_A6-Weekday-SDon-041000_X14_308,X14,402144,2666.0,12:25:00,20160127.0,9206.28,22.0,3363.02370166,4217.23151034
84,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2196.0,12:25:00,20160127.0,7073.75,26.0,3775.99478446,4911.48300558
85,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2224.0,12:25:00,20160127.0,26815.681875,10.0,1490.17622556,1177.00463679
86,CA_A6-Weekday-SDon-044000_X14_310,X14,402144,2585.0,12:25:00,20160127.0,458.333125,46.0,5068.48223801,6112.89460317
87,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2669.0,12:25:00,20160127.0,21488.05625,13.0,1917.38919508,2005.95993777
88,MA_A6-Weekday-SDon-043000_MISC_651,X14,402144,2703.0,12:25:00,20160127.0,3354.45,37.0,4554.33203298,5882.87437525
89,CA_A6-Weekday-SDon-040000_X14_307,X14,402144,2193.0,12:25:00,20160127.0,10012.0783871,20.0,3140.42766888,3791.11162953
90,CA_A6-Weekday-SDon-041000_X14_308,X14,402144,2666.0,12:30:00,20160127.0,9822.61290323,20.0,3106.39900511,3917.23151034
91,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2196.0,12:30:00,20160127.0,8008.4783871,24.0,3552.73730227,4611.48300558
92,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2224.0,12:30:00,20160127.0,27797.6246875,5.0,819.146754955,877.004636785
93,CA_A6-Weekday-SDon-044000_X14_310,X14,402144,2585.0,12:30:00,20160127.0,1748.84083333,41.0,4784.74573921,5812.89460317
94,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2669.0,12:30:00,20160127.0,25840.47,11.0,1644.07417379,1705.95993777
95,MA_A6-Weekday-SDon-043000_MISC_651,X14,402144,2703.0,12:30:00,20160127.0,3685.506,35.0,4373.07251107,5582.87437525
96,CA_A6-Weekday-SDon-040000_X14_307,X14,402144,2193.0,12:30:00,20160127.0,10535.7338298,19.0,2886.460188,3491.11162953
97,CA_A6-Weekday-SDon-036300_X14_304,X14,402145,2661.0,12:00:00,20160127.0,24206.7245045,12.0,1680.50351253,1066.53464892
98,CA_A6-Weekday-SDon-037800_X14_305,X14,402145,2224.0,12:00:00,20160127.0,13415.8735047,20.0,3233.27632586,2749.74296073
99,CA_A6-Weekday-SDon-039000_X14_306,X14,402145,2669.0,12:00:00,20160127.0,8313.68827068,23.0,3424.2240469,3638.22466296
100,CA_A6-Weekday-SDon-040000_X14_307,X14,402145,2193.0,12:00:00,20160127.0,5015.00989105,33.0,4387.18415899,5509.79747527
101,CA_A6-Weekday-SDon-036300_X14_304,X14,402145,2661.0,12:05:00,20160127.0,27444.8866667,8.0,1194.18281185,766.534648922
102,CA_A6-Weekday-SDon-037800_X14_305,X14,402145,2224.0,12:05:00,20160127.0,15809.5978037,18.0,2706.29356612,2449.74296073
103,CA_A6-Weekday-SDon-039000_X14_306,X14,402145,2669.0,12:05:00,20160127.0,9462.1243609,22.0,3342.90283482,3338.22466296
104,CA_A6-Weekday-SDon-040000_X14_307,X14,402145,2193.0,12:05:00,20160127.0,6264.76319844,29.0,4096.62464167,5209.79747527
105,CA_A6-Weekday-SDon-041000_X14_308,X14,402145,2666.0,12:10:00,20160127.0,5226.45536082,32.0,4261.67001919,5223.98352642
106,CA_A6-Weekday-SDon-036300_X14_304,X14,402145,2661.0,12:10:00,20160127.0,30648.8038947,3.0,546.515632313,466.534648922
107,CA_A6-Weekday-SDon-042000_X14_309,X14,402145,2196.0,12:10:00,20160127.0,3107.27691489,39.0,4792.67462427,6021.84355828
108,CA_A6-Weekday-SDon-037800_X14_305,X14,402145,2224.0,12:10:00,20160127.0,18358.5916842,15.0,2231.81461163,2149.74296073
109,CA_A6-Weekday-SDon-039000_X14_306,X14,402145,2669.0,12:10:00,20160127.0,10564.5925532,20.0,3059.62542116,3038.22466296
110,CA_A6-Weekday-SDon-040000_X14_307,X14,402145,2193.0,12:10:00,20160127.0,7393.14731959,26.0,3811.37426178,4909.79747527
111,CA_A6-Weekday-SDon-041000_X14_308,X14,402145,2666.0,12:15:00,20160127.0,6189.645,29.0,4080.02166661,4923.98352642
112,CA_A6-Weekday-SDon-036300_X14_304,X14,402145,2661.0,12:15:00,20160127.0,33137.9606452,3.0,685.057359346,166.534648922
113,CA_A6-Weekday-SDon-042000_X14_309,X14,402145,2196.0,12:15:00,20160127.0,4509.194375,34.0,4427.69612017,5721.84355828
114,CA_A6-Weekday-SDon-037800_X14_305,X14,402145,2224.0,12:15:00,20160127.0,22831.0381818,13.0,1885.04372529,1849.74296073
115,CA_A6-Weekday-SDon-039000_X14_306,X14,402145,2669.0,12:15:00,20160127.0,13872.9392063,19.0,2863.82784501,2738.22466296
116,MA_A6-Weekday-SDon-043000_MISC_651,X14,402145,2703.0,12:15:00,20160127.0,482.431875,47.0,5244.24376956,6588.46530664
117,CA_A6-Weekday-SDon-040000_X14_307,X14,402145,2193.0,12:15:00,20160127.0,8699.91016129,23.0,3471.91043577,4609.79747527
118,CA_A6-Weekday-SDon-041000_X14_308,X14,402145,2666.0,12:20:00,20160127.0,7663.213125,25.0,3664.32447282,4623.98352642
119,CA_A6-Weekday-SDon-042000_X14_309,X14,402145,2196.0,12:20:00,20160127.0,6228.88225806,29.0,4088.69406864,5421.84355828
120,CA_A6-Weekday-SDon-037800_X14_305,X14,402145,2224.0,12:20:00,20160127.0,26162.3183871,12.0,1842.07260283,1549.74296073
121,CA_A6-Weekday-SDon-039000_X14_306,X14,402145,2669.0,12:20:00,20160127.0,17274.2815789,16.0,2464.96285284,2438.22466296
122,MA_A6-Weekday-SDon-043000_MISC_651,X14,402145,2703.0,12:20:00,20160127.0,1706.9530303,42.0,4949.76983296,6288.46530664
123,CA_A6-Weekday-SDon-040000_X14_307,X14,402145,2193.0,12:20:00,20160127.0,9726.58848485,21.0,3260.56034063,4309.79747527
124,CA_A6-Weekday-SDon-041000_X14_308,X14,402145,2666.0,12:25:00,20160127.0,9206.28,23.0,3534.43135866,4323.98352642
125,CA_A6-Weekday-SDon-042000_X14_309,X14,402145,2196.0,12:25:00,20160127.0,7073.75,27.0,3947.40244146,5121.84355828
126,CA_A6-Weekday-SDon-037800_X14_305,X14,402145,2224.0,12:25:00,20160127.0,26815.681875,11.0,1661.58388257,1249.74296073
127,CA_A6-Weekday-SDon-044000_X14_310,X14,402145,2585.0,12:25:00,20160127.0,458.333125,47.0,5239.88989501,6266.15627657
128,CA_A6-Weekday-SDon-039000_X14_306,X14,402145,2669.0,12:25:00,20160127.0,21488.05625,14.0,2088.79685208,2138.22466296
129,MA_A6-Weekday-SDon-043000_MISC_651,X14,402145,2703.0,12:25:00,20160127.0,3354.45,38.0,4725.73968998,5988.46530664
130,CA_A6-Weekday-SDon-040000_X14_307,X14,402145,2193.0,12:25:00,20160127.0,10012.0783871,21.0,3311.83532588,4009.79747527
131,CA_A6-Weekday-SDon-041000_X14_308,X14,402145,2666.0,12:30:00,20160127.0,9822.61290323,21.0,3277.80666212,4023.98352642
132,CA_A6-Weekday-SDon-042000_X14_309,X14,402145,2196.0,12:30:00,20160127.0,8008.4783871,25.0,3724.14495927,4821.84355828
133,CA_A6-Weekday-SDon-037800_X14_305,X14,402145,2224.0,12:30:00,20160127.0,27797.6246875,6.0,990.554411959,949.742960729
134,CA_A6-Weekday-SDon-044000_X14_310,X14,402145,2585.0,12:30:00,20160127.0,1748.84083333,42.0,4956.15339621,5966.15627657
135,CA_A6-Weekday-SDon-039000_X14_306,X14,402145,2669.0,12:30:00,20160127.0,25840.47,12.0,1815.4818308,1838.22466296
136,MA_A6-Weekday-SDon-043000_MISC_651,X14,402145,2703.0,12:30:00,20160127.0,3685.506,36.0,4544.48016807,5688.46530664
137,CA_A6-Weekday-SDon-040000_X14_307,X14,402145,2193.0,12:30:00,20160127.0,10535.7338298,20.0,3057.867845,3709.79747527
0,MA_A6-Weekday-SDon-042500_X1011_602,X11,201944,2856.0,12:00:00,20160128.0,12.8801574803,7.0,429.886247148,981.0
1,CA_A6-Weekday-SDon-041000_X1011_309,X11,201944,2225.0,12:00:00,20160128.0,993.487765957,5.0,325.923084288,281.866759504
2,MA_A6-Weekday-SDon-042500_X1011_602,X11,201944,2856.0,12:05:00,20160128.0,23.88,7.0,434.641236177,681.0
3,MA_A6-Weekday-SDon-042500_X1011_602,X11,201944,2856.0,12:10:00,20160128.0,1097.41612903,4.0,199.699552109,381.0
4,MA_A6-Weekday-SDon-042500_X1011_602,X11,201944,2856.0,12:15:00,20160128.0,2920.79333333,1.0,78.284534199,81.0
5,CA_A6-Weekday-SDon-043500_X1011_315,X11,201944,2657.0,12:20:00,20160128.0,341.168842105,7.0,571.798196423,589.183625096
6,CA_A6-Weekday-SDon-043500_X1011_315,X11,201944,2657.0,12:25:00,20160128.0,1433.10617021,4.0,254.827223823,289.183625096
7,MA_A6-Weekday-SDon-046500_X1242_602,X11,201944,2890.0,12:30:00,20160128.0,70.5068085106,7.0,454.796975909,1613.1916838
8,MA_A6-Weekday-SDon-044500_X1011_603,X11,201944,2634.0,12:30:00,20160128.0,1190.14052632,4.0,214.926933046,286.06932409
9,MA_A6-Weekday-SDon-042500_X1011_602,X11,203609,2856.0,12:00:00,20160128.0,12.8801574803,15.0,1082.6522731,1776.64678267
10,CA_A6-Weekday-SDon-041000_X1011_309,X11,203609,2225.0,12:00:00,20160128.0,993.487765957,13.0,978.689110244,941.554781848
11,MA_A6-Weekday-SDon-042500_X1011_602,X11,203609,2856.0,12:05:00,20160128.0,23.88,15.0,1087.40726213,1476.64678267
12,CA_A6-Weekday-SDon-041000_X1011_309,X11,203609,2225.0,12:05:00,20160128.0,3043.51712,8.0,616.177504409,641.554781848
13,MA_A6-Weekday-SDon-042500_X1011_602,X11,203609,2856.0,12:10:00,20160128.0,1097.41612903,12.0,852.465578065,1176.64678267
14,CA_A6-Weekday-SDon-041000_X1011_309,X11,203609,2225.0,12:10:00,20160128.0,4326.305625,5.0,366.683154423,341.554781848
15,MA_A6-Weekday-SDon-042500_X1011_602,X11,203609,2856.0,12:15:00,20160128.0,2920.79333333,9.0,731.050560155,876.646782672
16,CA_A6-Weekday-SDon-041000_X1011_309,X11,203609,2225.0,12:15:00,20160128.0,5713.28758065,1.0,71.3183454508,41.5547818482
17,CA_A6-Weekday-SDon-043500_X1011_315,X11,203609,2657.0,12:20:00,20160128.0,341.168842105,15.0,1224.56422238,1160.98004298
18,MA_A6-Weekday-SDon-042500_X1011_602,X11,203609,2856.0,12:20:00,20160128.0,3837.59,6.0,442.315530695,576.646782672
19,CA_A6-Weekday-SDon-043500_X1011_315,X11,203609,2657.0,12:25:00,20160128.0,1433.10617021,12.0,907.593249779,860.980042984
20,MA_A6-Weekday-SDon-042500_X1011_602,X11,203609,2856.0,12:25:00,20160128.0,4584.276,4.0,263.220694903,276.646782672
21,CA_A6-Weekday-SDon-043500_X1011_315,X11,203609,2657.0,12:30:00,20160128.0,3021.37770833,8.0,610.667829038,560.980042984
22,MA_A6-Weekday-SDon-046500_X1242_602,X11,203609,2890.0,12:30:00,20160128.0,70.5068085106,15.0,1107.56300186,2358.0
23,MA_A6-Weekday-SDon-044500_X1011_603,X11,203609,2634.0,12:30:00,20160128.0,1190.14052632,12.0,867.692959002,1094.28723738
24,MA_A6-Weekday-SDon-042500_X1011_602,X11,201947,2856.0,12:00:00,20160128.0,12.8801574803,9.0,573.554777698,1135.29607714
25,CA_A6-Weekday-SDon-041000_X1011_309,X11,201947,2225.0,12:00:00,20160128.0,993.487765957,7.0,469.591614837,435.092006033
26,MA_A6-Weekday-SDon-042500_X1011_602,X11,201947,2856.0,12:05:00,20160128.0,23.88,9.0,578.309766726,835.296077142
27,CA_A6-Weekday-SDon-041000_X1011_309,X11,201947,2225.0,12:05:00,20160128.0,3043.51712,2.0,107.080009003,135.092006033
28,MA_A6-Weekday-SDon-042500_X1011_602,X11,201947,2856.0,12:10:00,20160128.0,1097.41612903,6.0,343.368082659,535.296077142
29,MA_A6-Weekday-SDon-042500_X1011_602,X11,201947,2856.0,12:15:00,20160128.0,2920.79333333,3.0,221.953064749,235.296077142
30,CA_A6-Weekday-SDon-043500_X1011_315,X11,201947,2657.0,12:20:00,20160128.0,341.168842105,9.0,715.466726973,700.691456545
31,CA_A6-Weekday-SDon-043500_X1011_315,X11,201947,2657.0,12:25:00,20160128.0,1433.10617021,6.0,398.495754373,400.691456545
32,CA_A6-Weekday-SDon-043500_X1011_315,X11,201947,2657.0,12:30:00,20160128.0,3021.37770833,2.0,101.570333632,100.691456545
33,MA_A6-Weekday-SDon-046500_X1242_602,X11,201947,2890.0,12:30:00,20160128.0,70.5068085106,9.0,598.465506458,1780.50572082
34,MA_A6-Weekday-SDon-044500_X1011_603,X11,201947,2634.0,12:30:00,20160128.0,1190.14052632,6.0,358.595463595,490.832951328
35,MA_A6-Weekday-SDon-042500_X1011_602,X11,201934,2856.0,12:00:00,20160128.0,12.8801574803,2.0,90.0035638444,561.461857708
36,MA_A6-Weekday-SDon-042500_X1011_602,X11,201934,2856.0,12:05:00,20160128.0,23.88,2.0,94.7585528732,261.461857708
37,CA_A6-Weekday-SDon-043500_X1011_315,X11,201934,2657.0,12:20:00,20160128.0,341.168842105,2.0,231.915513119,180.892122623
38,MA_A6-Weekday-SDon-046500_X1242_602,X11,201934,2890.0,12:30:00,20160128.0,70.5068085106,2.0,114.914292605,1269.31328911
39,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2220.0,12:00:00,20160128.0,8437.90178295,22.0,3268.15289462,3515.82179387
40,CA_A6-Weekday-SDon-034800_X14_303,X14,402144,2653.0,12:00:00,20160128.0,28225.954252,3.0,584.228773011,571.55691175
41,CA_A6-Weekday-SDon-036300_X14_304,X14,402144,2662.0,12:00:00,20160128.0,24245.0907937,11.0,1512.2656376,1401.32763647
42,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2214.0,12:00:00,20160128.0,12475.2206504,19.0,3004.58030551,3315.93818403
43,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2220.0,12:05:00,20160128.0,9839.82,20.0,3109.48945989,3215.82179387
44,CA_A6-Weekday-SDon-034800_X14_303,X14,402144,2653.0,12:05:00,20160128.0,32450.663937,2.0,475.39607572,271.55691175
45,CA_A6-Weekday-SDon-036300_X14_304,X14,402144,2662.0,12:05:00,20160128.0,26410.2846875,10.0,1312.79851219,1101.32763647
46,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2214.0,12:05:00,20160128.0,11356.4108511,19.0,2936.44169092,3015.93818403
47,CA_A6-Weekday-SDon-036300_X14_304,X14,402144,2662.0,12:10:00,20160128.0,27399.5734921,7.0,994.86911153,801.327636473
48,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2645.0,12:10:00,20160128.0,506.085,46.0,5077.1094769,6292.32265234
49,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2214.0,12:10:00,20160128.0,15103.6572581,18.0,2826.58291238,2715.93818403
50,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2220.0,12:10:00,20160128.0,10904.618125,19.0,2908.92626296,2915.82179387
51,CA_A6-Weekday-SDon-036300_X14_304,X14,402144,2662.0,12:15:00,20160128.0,29744.4607937,2.0,324.773959575,501.327636473
52,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2645.0,12:15:00,20160128.0,1938.38666667,41.0,4813.63190008,5992.32265234
53,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2214.0,12:15:00,20160128.0,16997.090625,15.0,2190.68477088,2415.93818403
54,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2220.0,12:15:00,20160128.0,14515.9469231,18.0,2762.51558228,2615.82179387
55,MA_A6-Weekday-SDon-043000_MISC_651,X14,402144,2866.0,12:15:00,20160128.0,1000.915625,44.0,4957.91711683,5975.29088426
56,CA_A6-Weekday-SDon-036300_X14_304,X14,402144,2662.0,12:20:00,20160128.0,32852.0291579,2.0,497.735299983,201.327636473
57,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2645.0,12:20:00,20160128.0,3456.6859375,36.0,4465.10006581,5692.32265234
58,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2214.0,12:20:00,20160128.0,20498.4954687,14.0,2170.90925821,2115.93818403
59,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2220.0,12:20:00,20160128.0,16547.6183333,17.0,2643.69549258,2315.82179387
60,MA_A6-Weekday-SDon-043000_MISC_651,X14,402144,2866.0,12:20:00,20160128.0,1910.42301587,41.0,4809.37033178,5675.29088426
61,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2645.0,12:25:00,20160128.0,4935.96354167,32.0,4202.777076,5392.32265234
62,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2214.0,12:25:00,20160128.0,25242.651129,11.0,1594.68301338,1815.93818403
63,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2220.0,12:25:00,20160128.0,18809.050625,14.0,2083.66816431,2015.82179387
64,MA_A6-Weekday-SDon-043000_MISC_651,X14,402144,2866.0,12:25:00,20160128.0,3283.93333333,37.0,4536.21961317,5375.29088426
65,CA_A6-Weekday-SDon-042000_X14_309,X14,402144,2645.0,12:30:00,20160128.0,5796.58114583,30.0,4048.62654336,5092.32265234
66,CA_A6-Weekday-SDon-037800_X14_305,X14,402144,2214.0,12:30:00,20160128.0,26629.1450476,10.0,1408.55879721,1515.93818403
67,CA_A6-Weekday-SDon-044000_X14_310,X14,402144,2659.0,12:30:00,20160128.0,1341.55105263,43.0,4945.63880348,7080.0267786
68,CA_A6-Weekday-SDon-039000_X14_306,X14,402144,2220.0,12:30:00,20160128.0,23481.771134,12.0,1786.36619314,1715.82179387
69,MA_A6-Weekday-SDon-043000_MISC_651,X14,402144,2866.0,12:30:00,20160128.0,4498.62905263,33.0,4254.07591424,5075.29088426
70,CA_A6-Weekday-SDon-041000_X14_308,X14,203617,2224.0,12:00:00,20160128.0,2617.0609375,7.0,449.397716497,394.917045342
71,CA_A6-Weekday-SDon-041000_X14_308,X14,203617,2224.0,12:05:00,20160128.0,4309.27568421,2.0,111.726432243,94.9170453423
72,CA_A6-Weekday-SDon-039000_X14_306,X14,404299,2220.0,12:00:00,20160128.0,8437.90178295,28.0,4249.23537855,4267.72380277
73,CA_A6-Weekday-SDon-041000_X14_308,X14,404299,2224.0,12:00:00,20160128.0,2617.0609375,45.0,5668.47106009,6901.7142585
74,CA_A6-Weekday-SDon-034800_X14_303,X14,404299,2653.0,12:00:00,20160128.0,28225.954252,9.0,1565.31125695,1138.49291339
75,CA_A6-Weekday-SDon-036300_X14_304,X14,404299,2662.0,12:00:00,20160128.0,24245.0907937,17.0,2493.34812154,2197.1274681
76,CA_A6-Weekday-SDon-037800_X14_305,X14,404299,2214.0,12:00:00,20160128.0,12475.2206504,25.0,3985.66278945,4197.75657231
77,CA_A6-Weekday-SDon-039000_X14_306,X14,404299,2220.0,12:05:00,20160128.0,9839.82,26.0,4090.57194383,3967.72380277
78,CA_A6-Weekday-SDon-041000_X14_308,X14,404299,2224.0,12:05:00,20160128.0,4309.27568421,40.0,5330.79977584,6601.7142585
79,CA_A6-Weekday-SDon-034800_X14_303,X14,404299,2653.0,12:05:00,20160128.0,32450.663937,8.0,1456.47855966,838.492913386
80,CA_A6-Weekday-SDon-036300_X14_304,X14,404299,2662.0,12:05:00,20160128.0,26410.2846875,16.0,2293.88099613,1897.1274681
81,CA_A6-Weekday-SDon-037800_X14_305,X14,404299,2214.0,12:05:00,20160128.0,11356.4108511,25.0,3917.52417486,3897.75657231
82,CA_A6-Weekday-SDon-041000_X14_308,X14,404299,2224.0,12:10:00,20160128.0,5667.39935484,36.0,5003.49852743,6301.7142585
83,CA_A6-Weekday-SDon-036300_X14_304,X14,404299,2662.0,12:10:00,20160128.0,27399.5734921,13.0,1975.95159547,1597.1274681
84,CA_A6-Weekday-SDon-042000_X14_309,X14,404299,2645.0,12:10:00,20160128.0,506.085,52.0,6058.19196084,7635.61352758
85,CA_A6-Weekday-SDon-037800_X14_305,X14,404299,2214.0,12:10:00,20160128.0,15103.6572581,24.0,3807.66539632,3597.75657231
86,CA_A6-Weekday-SDon-034800_X14_303,X14,404299,2653.0,12:10:00,20160128.0,33758.4177419,6.0,903.174119415,538.492913386
87,CA_A6-Weekday-SDon-039000_X14_306,X14,404299,2220.0,12:10:00,20160128.0,10904.618125,25.0,3890.0087469,3667.72380277
88,CA_A6-Weekday-SDon-041000_X14_308,X14,404299,2224.0,12:15:00,20160128.0,6852.37182796,32.0,4698.22640609,6001.7142585
89,CA_A6-Weekday-SDon-036300_X14_304,X14,404299,2662.0,12:15:00,20160128.0,29744.4607937,8.0,1305.85644351,1297.1274681
90,CA_A6-Weekday-SDon-042000_X14_309,X14,404299,2645.0,12:15:00,20160128.0,1938.38666667,47.0,5794.71438402,7335.61352758
91,CA_A6-Weekday-SDon-037800_X14_305,X14,404299,2214.0,12:15:00,20160128.0,16997.090625,21.0,3171.76725482,3297.75657231
92,CA_A6-Weekday-SDon-034800_X14_303,X14,404299,2653.0,12:15:00,20160128.0,35000.2710769,3.0,441.055267133,238.492913386
93,CA_A6-Weekday-SDon-039000_X14_306,X14,404299,2220.0,12:15:00,20160128.0,14515.9469231,24.0,3743.59806622,3367.72380277
94,CA_A6-Weekday-SDon-041000_X14_308,X14,404299,2224.0,12:20:00,20160128.0,7212.84765957,31.0,4559.07589032,5701.7142585
95,CA_A6-Weekday-SDon-036300_X14_304,X14,404299,2662.0,12:20:00,20160128.0,32852.0291579,8.0,1478.81778392,997.127468097
96,CA_A6-Weekday-SDon-042000_X14_309,X14,404299,2645.0,12:20:00,20160128.0,3456.6859375,42.0,5446.18254975,7035.61352758
97,CA_A6-Weekday-SDon-037800_X14_305,X14,404299,2214.0,12:20:00,20160128.0,20498.4954687,20.0,3151.99174215,2997.75657231
98,CA_A6-Weekday-SDon-039000_X14_306,X14,404299,2220.0,12:20:00,20160128.0,16547.6183333,23.0,3624.77797652,3067.72380277
99,CA_A6-Weekday-SDon-041000_X14_308,X14,404299,2224.0,12:25:00,20160128.0,8137.09172043,29.0,4380.99199775,5401.7142585
100,CA_A6-Weekday-SDon-036300_X14_304,X14,404299,2662.0,12:25:00,20160128.0,33770.055,6.0,915.098528459,697.127468097
101,CA_A6-Weekday-SDon-042000_X14_309,X14,404299,2645.0,12:25:00,20160128.0,4935.96354167,38.0,5183.85955994,6735.61352758
102,CA_A6-Weekday-SDon-037800_X14_305,X14,404299,2214.0,12:25:00,20160128.0,25242.651129,17.0,2575.76549732,2697.75657231
103,CA_A6-Weekday-SDon-039000_X14_306,X14,404299,2220.0,12:25:00,20160128.0,18809.050625,20.0,3064.75064825,2767.72380277
104,CA_A6-Weekday-SDon-041000_X14_308,X14,404299,2224.0,12:30:00,20160128.0,9351.79297872,28.0,4362.07251184,5101.7142585
105,CA_A6-Weekday-SDon-036300_X14_304,X14,404299,2662.0,12:30:00,20160128.0,34464.8539806,4.0,634.676221403,397.127468097
106,CA_A6-Weekday-SDon-042000_X14_309,X14,404299,2645.0,12:30:00,20160128.0,5796.58114583,36.0,5029.7090273,6435.61352758
107,CA_A6-Weekday-SDon-037800_X14_305,X14,404299,2214.0,12:30:00,20160128.0,26629.1450476,16.0,2389.64128115,2397.75657231
108,CA_A6-Weekday-SDon-039000_X14_306,X14,404299,2220.0,12:30:00,20160128.0,23481.771134,18.0,2767.44867708,2467.72380277
0,MA_A6-Weekday-SDon-042500_X1011_602,X11,201947,2845.0,12:10:00,20160129.0,498.434713376,8.0,508.121242516,543.216139467
1,MA_A6-Weekday-SDon-042500_X1011_602,X11,201947,2845.0,12:15:00,20160129.0,2286.36774194,4.0,272.721422688,243.216139467
2,CA_A6-Weekday-SDon-043500_X1011_315,X11,201947,2670.0,12:20:00,20160129.0,1874.0725,5.0,326.368562798,459.0
3,MA_A6-Weekday-SDon-044500_X1011_603,X11,201947,2896.0,12:20:00,20160129.0,3.98,9.0,569.707436147,1075.23042858
