,segment_start,segment_end,segment_pair,time_of_day,day_of_week,date,weather,trip_id,travel_duration
0,203417.0,202669.0,"(203417, 202669)",11:38:33,3.0,20160121.0,0.0,MA_A6-Weekday-SDon-039500_X1011_601,115.55753
0,203417.0,202669.0,"(203417, 202669)",11:38:26,4.0,20160122.0,2.0,MA_A6-Weekday-SDon-039500_X1011_601,164.638745
0,203884.0,200430.0,"(203884, 200430)",10:38:04,0.0,20160104.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,43.424169
0,200428.0,203884.0,"(200428, 203884)",10:37:06,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,63.5
1,203884.0,200430.0,"(203884, 200430)",10:38:09,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,63.5
0,200428.0,203884.0,"(200428, 203884)",10:36:16,2.0,20160106.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,28.5
1,203884.0,200430.0,"(203884, 200430)",10:36:44,2.0,20160106.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,28.5
0,200428.0,203884.0,"(200428, 203884)",10:33:58,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,34.0
1,203884.0,200430.0,"(203884, 200430)",10:34:32,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,34.0
0,200428.0,203884.0,"(200428, 203884)",10:34:31,4.0,20160108.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,45.5
1,203884.0,200430.0,"(203884, 200430)",10:35:16,4.0,20160108.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,45.5
0,200430.0,203605.0,"(200430, 203605)",10:38:59,0.0,20160111.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,51.0
1,203605.0,202647.0,"(203605, 202647)",10:39:50,0.0,20160111.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,51.0
0,200428.0,203884.0,"(200428, 203884)",10:34:46,1.0,20160112.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,25.755079
0,200430.0,203605.0,"(200430, 203605)",10:36:02,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,31.409518
0,203884.0,200430.0,"(203884, 200430)",10:41:04,3.0,20160114.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,35.0
1,200430.0,203605.0,"(200430, 203605)",10:41:39,3.0,20160114.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,35.0
0,200428.0,203884.0,"(200428, 203884)",10:39:09,4.0,20160115.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,24.0
1,203884.0,200430.0,"(203884, 200430)",10:39:33,4.0,20160115.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,24.0
0,200430.0,203605.0,"(200430, 203605)",10:37:15,1.0,20160119.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,50.519546
0,200430.0,203605.0,"(200430, 203605)",10:35:28,2.0,20160120.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,66.704799
0,200428.0,203884.0,"(200428, 203884)",10:45:11,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,70.5
1,203884.0,200430.0,"(203884, 200430)",10:46:21,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-033300_X14_302,70.5
0,200428.0,203884.0,"(200428, 203884)",10:34:38,4.0,20160122.0,2.0,CA_A6-Weekday-SDon-033300_X14_302,30.5
1,203884.0,200430.0,"(203884, 200430)",10:35:08,4.0,20160122.0,2.0,CA_A6-Weekday-SDon-033300_X14_302,30.5
0,203417.0,202669.0,"(203417, 202669)",12:53:49,0.0,20160118.0,2.0,MA_H6-Weekday-047000_X1242_601,109.608013
0,203884.0,200430.0,"(203884, 200430)",11:42:33,0.0,20160118.0,2.0,CA_H6-Weekday-039500_MISC_474,31.3333333333
1,200430.0,203605.0,"(200430, 203605)",11:43:04,0.0,20160118.0,2.0,CA_H6-Weekday-039500_MISC_474,31.3333333333
2,203605.0,202647.0,"(203605, 202647)",11:43:35,0.0,20160118.0,2.0,CA_H6-Weekday-039500_MISC_474,31.3333333333
0,201934.0,203417.0,"(201934, 203417)",11:42:38,0.0,20160118.0,2.0,CA_H6-Weekday-039500_X1011_302,37.0
1,203417.0,202669.0,"(203417, 202669)",11:43:15,0.0,20160118.0,2.0,CA_H6-Weekday-039500_X1011_302,37.0
0,200430.0,203605.0,"(200430, 203605)",12:33:34,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,87.228028
0,200428.0,203884.0,"(200428, 203884)",12:33:39,2.0,20160106.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,67.0
1,203884.0,200430.0,"(203884, 200430)",12:34:46,2.0,20160106.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,67.0
0,203884.0,200430.0,"(203884, 200430)",12:32:35,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,88.750515
0,203884.0,200430.0,"(203884, 200430)",12:37:01,4.0,20160108.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,95.202703
0,200430.0,203605.0,"(200430, 203605)",12:34:24,0.0,20160111.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,172.112107
0,200430.0,203605.0,"(200430, 203605)",12:36:51,1.0,20160112.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,115.570915
0,200428.0,203884.0,"(200428, 203884)",12:34:12,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,51.5
1,203884.0,200430.0,"(203884, 200430)",12:35:03,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,51.5
0,203884.0,200430.0,"(203884, 200430)",12:34:48,3.0,20160114.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,31.0
1,200430.0,203605.0,"(200430, 203605)",12:35:19,3.0,20160114.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,31.0
0,200430.0,203605.0,"(200430, 203605)",12:35:38,4.0,20160115.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,172.828666
0,200428.0,203884.0,"(200428, 203884)",12:35:57,1.0,20160119.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,34.5
1,203884.0,200430.0,"(203884, 200430)",12:36:31,1.0,20160119.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,34.5
0,200430.0,203605.0,"(200430, 203605)",12:34:16,2.0,20160120.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,112.113429
0,200428.0,203884.0,"(200428, 203884)",12:35:46,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,47.3333333333
1,203884.0,200430.0,"(203884, 200430)",12:36:33,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,47.3333333333
2,200430.0,203605.0,"(200430, 203605)",12:37:20,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-045000_X14_311,47.3333333333
0,200428.0,203884.0,"(200428, 203884)",12:36:01,4.0,20160122.0,2.0,CA_A6-Weekday-SDon-045000_X14_311,55.5
1,203884.0,200430.0,"(203884, 200430)",12:36:56,4.0,20160122.0,2.0,CA_A6-Weekday-SDon-045000_X14_311,55.5
0,200428.0,203884.0,"(200428, 203884)",12:12:22,0.0,20160104.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,27.5
1,203884.0,200430.0,"(203884, 200430)",12:12:49,0.0,20160104.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,27.5
0,200428.0,203884.0,"(200428, 203884)",12:14:26,1.0,20160105.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,12.821083
0,200428.0,203884.0,"(200428, 203884)",12:12:36,2.0,20160106.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,39.5
1,203884.0,200430.0,"(203884, 200430)",12:13:15,2.0,20160106.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,39.5
0,200430.0,203605.0,"(200430, 203605)",12:15:41,3.0,20160107.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,54.0
1,203605.0,202647.0,"(203605, 202647)",12:16:35,3.0,20160107.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,54.0
0,200428.0,203884.0,"(200428, 203884)",12:14:18,4.0,20160108.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,43.5
1,203884.0,200430.0,"(203884, 200430)",12:15:01,4.0,20160108.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,43.5
0,200430.0,203605.0,"(200430, 203605)",12:15:49,1.0,20160112.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,70.554485
0,200428.0,203884.0,"(200428, 203884)",12:13:52,2.0,20160113.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,38.5
1,203884.0,200430.0,"(203884, 200430)",12:14:30,2.0,20160113.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,38.5
0,200428.0,203884.0,"(200428, 203884)",12:12:16,3.0,20160114.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,73.103882
0,203884.0,200430.0,"(203884, 200430)",12:15:35,4.0,20160115.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,36.5
1,200430.0,203605.0,"(200430, 203605)",12:16:11,4.0,20160115.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,36.5
0,200430.0,203605.0,"(200430, 203605)",12:15:41,1.0,20160119.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,59.786083
0,200430.0,203605.0,"(200430, 203605)",12:15:21,2.0,20160120.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,46.6666666667
1,203605.0,202647.0,"(203605, 202647)",12:16:07,2.0,20160120.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,46.6666666667
2,202647.0,203809.0,"(202647, 203809)",12:16:54,2.0,20160120.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,46.6666666667
0,200430.0,203605.0,"(200430, 203605)",12:13:45,3.0,20160121.0,0.0,MA_A6-Weekday-SDon-043000_MISC_651,106.649394
0,200428.0,203884.0,"(200428, 203884)",12:12:25,4.0,20160122.0,2.0,MA_A6-Weekday-SDon-043000_MISC_651,40.832776
0,202589.0,201947.0,"(202589, 201947)",12:48:04,0.0,20160104.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,44.366499
0,202669.0,201940.0,"(202669, 201940)",12:44:42,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,38.0
1,201940.0,201942.0,"(201940, 201942)",12:45:20,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,38.0
0,201933.0,201934.0,"(201933, 201934)",12:40:53,2.0,20160106.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,94.192232
0,201940.0,201942.0,"(201940, 201942)",12:43:59,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,54.6666666667
1,201942.0,201944.0,"(201942, 201944)",12:44:53,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,54.6666666667
2,201944.0,202589.0,"(201944, 202589)",12:45:48,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,54.6666666667
0,202669.0,201940.0,"(202669, 201940)",12:43:35,4.0,20160108.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,67.721824
0,201934.0,203417.0,"(201934, 203417)",12:43:46,0.0,20160111.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,41.0
1,203417.0,202669.0,"(203417, 202669)",12:44:27,0.0,20160111.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,41.0
0,201934.0,203417.0,"(201934, 203417)",12:44:11,1.0,20160112.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,63.5
1,203417.0,202669.0,"(203417, 202669)",12:45:14,1.0,20160112.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,63.5
0,201934.0,203417.0,"(201934, 203417)",12:42:12,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,35.2
1,203417.0,202669.0,"(203417, 202669)",12:42:47,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,35.2
2,202669.0,201940.0,"(202669, 201940)",12:43:22,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,35.2
3,201940.0,201942.0,"(201940, 201942)",12:43:57,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,35.2
4,201942.0,201944.0,"(201942, 201944)",12:44:32,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,35.2
0,201934.0,203417.0,"(201934, 203417)",12:44:16,3.0,20160114.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,37.3333333333
1,203417.0,202669.0,"(203417, 202669)",12:44:53,3.0,20160114.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,37.3333333333
2,202669.0,201940.0,"(202669, 201940)",12:45:30,3.0,20160114.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,37.3333333333
0,201934.0,203417.0,"(201934, 203417)",12:42:33,4.0,20160115.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,61.6666666667
1,203417.0,202669.0,"(203417, 202669)",12:43:34,4.0,20160115.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,61.6666666667
2,202669.0,201940.0,"(202669, 201940)",12:44:36,4.0,20160115.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,61.6666666667
0,203067.0,201933.0,"(203067, 201933)",12:25:52,1.0,20160119.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,342.666666667
1,201933.0,201934.0,"(201933, 201934)",12:31:34,1.0,20160119.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,342.666666667
2,201934.0,203417.0,"(201934, 203417)",12:37:17,1.0,20160119.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,342.666666667
0,203417.0,202669.0,"(203417, 202669)",12:43:35,2.0,20160120.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,63.894886
0,203067.0,203067.0,"(203067, 203067)",12:45:08,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-045500_X1011_318,63.0
0,203417.0,202669.0,"(203417, 202669)",12:43:12,4.0,20160122.0,2.0,CA_A6-Weekday-SDon-045500_X1011_318,122.476737
0,203417.0,202669.0,"(203417, 202669)",12:25:21,0.0,20160104.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,112.669685
0,201934.0,203417.0,"(201934, 203417)",12:23:57,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,68.5
1,203417.0,202669.0,"(203417, 202669)",12:25:05,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,68.5
0,203417.0,202669.0,"(203417, 202669)",12:25:25,2.0,20160106.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,123.994475
0,203417.0,202669.0,"(203417, 202669)",12:24:14,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,98.287186
0,201933.0,203067.0,"(201933, 203067)",12:21:31,4.0,20160108.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,197.0
0,201933.0,201934.0,"(201933, 201934)",12:19:41,0.0,20160111.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,128.5
1,201934.0,203417.0,"(201934, 203417)",12:21:49,0.0,20160111.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,128.5
0,203417.0,202669.0,"(203417, 202669)",12:25:08,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,109.844577
0,203417.0,202669.0,"(203417, 202669)",12:25:01,3.0,20160114.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,101.4828
0,203417.0,202669.0,"(203417, 202669)",12:23:21,4.0,20160115.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,94.663597
0,201934.0,203417.0,"(201934, 203417)",12:22:56,1.0,20160119.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,90.5
1,203417.0,202669.0,"(203417, 202669)",12:24:26,1.0,20160119.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,90.5
0,203417.0,202669.0,"(203417, 202669)",12:23:39,2.0,20160120.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,122.573177
0,203067.0,203067.0,"(203067, 203067)",12:18:30,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-043500_X1011_315,93.0
0,201934.0,203417.0,"(201934, 203417)",12:23:40,4.0,20160122.0,2.0,CA_A6-Weekday-SDon-043500_X1011_315,79.0
1,203417.0,202669.0,"(203417, 202669)",12:24:59,4.0,20160122.0,2.0,CA_A6-Weekday-SDon-043500_X1011_315,79.0
0,200428.0,203884.0,"(200428, 203884)",10:18:21,0.0,20160118.0,2.0,CA_H6-Weekday-031500_MISC_402,29.0
1,203884.0,200430.0,"(203884, 200430)",10:18:50,0.0,20160118.0,2.0,CA_H6-Weekday-031500_MISC_402,29.0
0,203067.0,203067.0,"(203067, 203067)",12:28:35,0.0,20160104.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,933.0
0,201934.0,203417.0,"(201934, 203417)",12:50:41,1.0,20160105.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,11.319731
0,201933.0,201934.0,"(201933, 201934)",12:48:07,2.0,20160106.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,83.0
1,201934.0,203417.0,"(201934, 203417)",12:49:30,2.0,20160106.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,83.0
0,201933.0,201934.0,"(201933, 201934)",12:47:38,3.0,20160107.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,63.423565
0,201933.0,201934.0,"(201933, 201934)",12:49:26,4.0,20160108.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,96.11357
0,201933.0,201934.0,"(201933, 201934)",12:47:54,0.0,20160111.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,51.5
1,201934.0,203417.0,"(201934, 203417)",12:48:45,0.0,20160111.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,51.5
0,201934.0,203417.0,"(201934, 203417)",12:50:08,1.0,20160112.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,27.935409
0,201933.0,201934.0,"(201933, 201934)",12:43:43,2.0,20160113.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,168.0
1,201934.0,203417.0,"(201934, 203417)",12:46:31,2.0,20160113.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,168.0
0,201933.0,201934.0,"(201933, 201934)",12:48:54,3.0,20160114.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,71.5
1,201934.0,203417.0,"(201934, 203417)",12:50:05,3.0,20160114.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,71.5
0,201933.0,201934.0,"(201933, 201934)",12:48:25,4.0,20160115.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,74.5
1,201934.0,203417.0,"(201934, 203417)",12:49:39,4.0,20160115.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,74.5
0,201933.0,201934.0,"(201933, 201934)",12:49:08,1.0,20160119.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,58.256475
0,201933.0,201934.0,"(201933, 201934)",12:49:11,2.0,20160120.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,59.0
1,201934.0,203417.0,"(201934, 203417)",12:50:10,2.0,20160120.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,59.0
0,203417.0,202669.0,"(203417, 202669)",12:51:03,3.0,20160121.0,0.0,MA_A6-Weekday-SDon-046500_X1242_602,93.548903
0,203417.0,202669.0,"(203417, 202669)",12:50:52,4.0,20160122.0,2.0,MA_A6-Weekday-SDon-046500_X1242_602,77.5
1,202669.0,201940.0,"(202669, 201940)",12:52:09,4.0,20160122.0,2.0,MA_A6-Weekday-SDon-046500_X1242_602,77.5
0,203417.0,202669.0,"(203417, 202669)",11:59:27,0.0,20160118.0,2.0,CA_H6-Weekday-041500_MISC_478,83.941126
0,203417.0,202669.0,"(203417, 202669)",12:11:19,0.0,20160104.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,79.701744
0,203417.0,202669.0,"(203417, 202669)",12:10:04,1.0,20160105.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,75.298615
0,202669.0,201940.0,"(202669, 201940)",12:13:20,2.0,20160106.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,21.847859
0,201934.0,203417.0,"(201934, 203417)",12:06:53,3.0,20160107.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,59.5
1,203417.0,202669.0,"(203417, 202669)",12:07:52,3.0,20160107.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,59.5
0,201934.0,203417.0,"(201934, 203417)",12:11:15,4.0,20160108.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,63.0
1,203417.0,202669.0,"(203417, 202669)",12:12:18,4.0,20160108.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,63.0
0,201934.0,203417.0,"(201934, 203417)",12:11:14,0.0,20160111.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,23.02169
0,202669.0,201933.0,"(202669, 201933)",12:04:10,1.0,20160112.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,445.0
0,201934.0,203417.0,"(201934, 203417)",12:11:00,2.0,20160113.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,37.663186
0,201934.0,203417.0,"(201934, 203417)",12:12:40,3.0,20160114.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,18.051812
0,201942.0,201944.0,"(201942, 201944)",12:15:19,4.0,20160115.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,67.5
1,201944.0,202589.0,"(201944, 202589)",12:16:26,4.0,20160115.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,67.5
0,201933.0,201934.0,"(201933, 201934)",12:09:02,1.0,20160119.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,32.578665
0,201933.0,201934.0,"(201933, 201934)",12:10:10,2.0,20160120.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,56.5
1,201934.0,203417.0,"(201934, 203417)",12:11:06,2.0,20160120.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,56.5
0,201934.0,203417.0,"(201934, 203417)",12:12:12,3.0,20160121.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,81.0
1,203417.0,202669.0,"(203417, 202669)",12:13:33,3.0,20160121.0,0.0,MA_A6-Weekday-SDon-042500_X1011_602,81.0
0,203417.0,202669.0,"(203417, 202669)",12:11:40,4.0,20160122.0,2.0,MA_A6-Weekday-SDon-042500_X1011_602,103.014401
0,200428.0,203884.0,"(200428, 203884)",12:22:04,0.0,20160118.0,2.0,CA_H6-Weekday-043500_MISC_491,22.3333333333
1,203884.0,200430.0,"(203884, 200430)",12:22:26,0.0,20160118.0,2.0,CA_H6-Weekday-043500_MISC_491,22.3333333333
2,200430.0,203605.0,"(200430, 203605)",12:22:48,0.0,20160118.0,2.0,CA_H6-Weekday-043500_MISC_491,22.3333333333
0,203884.0,200430.0,"(203884, 200430)",13:17:20,0.0,20160104.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,38.0
1,200430.0,203605.0,"(200430, 203605)",13:17:58,0.0,20160104.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,38.0
0,200428.0,203884.0,"(200428, 203884)",13:13:38,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,59.026603
0,200428.0,203884.0,"(200428, 203884)",13:15:42,2.0,20160106.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,70.2721
0,200428.0,203884.0,"(200428, 203884)",13:18:19,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,51.134949
0,200428.0,203884.0,"(200428, 203884)",13:16:05,4.0,20160108.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,59.5
1,203884.0,200430.0,"(203884, 200430)",13:17:04,4.0,20160108.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,59.5
0,200428.0,203884.0,"(200428, 203884)",13:12:21,0.0,20160111.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,51.0
1,203884.0,200430.0,"(203884, 200430)",13:13:12,0.0,20160111.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,51.0
0,200428.0,203884.0,"(200428, 203884)",13:16:11,1.0,20160112.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,38.0
1,203884.0,200430.0,"(203884, 200430)",13:16:49,1.0,20160112.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,38.0
0,200428.0,203884.0,"(200428, 203884)",13:16:04,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,25.6666666667
1,203884.0,200430.0,"(203884, 200430)",13:16:29,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,25.6666666667
2,200430.0,203605.0,"(200430, 203605)",13:16:55,2.0,20160113.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,25.6666666667
0,200428.0,203884.0,"(200428, 203884)",13:12:12,3.0,20160114.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,27.3016
0,203605.0,202647.0,"(203605, 202647)",13:15:27,4.0,20160115.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,70.5
1,202647.0,203809.0,"(202647, 203809)",13:16:37,4.0,20160115.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,70.5
0,200430.0,203605.0,"(200430, 203605)",13:16:34,1.0,20160119.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,37.849268
0,203605.0,202647.0,"(203605, 202647)",13:11:10,2.0,20160120.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,67.3333333333
1,202647.0,203809.0,"(202647, 203809)",13:12:17,2.0,20160120.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,67.3333333333
2,203809.0,201492.0,"(203809, 201492)",13:13:24,2.0,20160120.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,67.3333333333
0,200428.0,203884.0,"(200428, 203884)",13:07:34,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,68.6666666667
1,203884.0,200430.0,"(203884, 200430)",13:08:42,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,68.6666666667
2,200430.0,203605.0,"(200430, 203605)",13:09:51,3.0,20160121.0,0.0,CA_A6-Weekday-SDon-049000_MISC_479,68.6666666667
0,203884.0,200430.0,"(203884, 200430)",13:14:53,4.0,20160122.0,2.0,CA_A6-Weekday-SDon-049000_MISC_479,31.5
1,200430.0,203605.0,"(200430, 203605)",13:15:24,4.0,20160122.0,2.0,CA_A6-Weekday-SDon-049000_MISC_479,31.5
0,200428.0,203884.0,"(200428, 203884)",13:05:51,0.0,20160104.0,0.0,CA_A6-Weekday-SDon-048000_MISC_478,92.907439
0,201495.0,201497.0,"(201495, 201497)",13:15:22,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-048000_MISC_478,30.0
1,201497.0,201498.0,"(201497, 201498)",13:15:52,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-048000_MISC_478,30.0
2,201498.0,201499.0,"(201498, 201499)",13:16:22,1.0,20160105.0,0.0,CA_A6-Weekday-SDon-048000_MISC_478,30.0
0,200430.0,203605.0,"(200430, 203605)",13:06:59,2.0,20160106.0,0.0,CA_A6-Weekday-SDon-048000_MISC_478,30.63735
0,203343.0,203798.0,"(203343, 203798)",13:49:10,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-048000_MISC_478,11.0
1,203798.0,905020.0,"(203798, 905020)",13:49:21,3.0,20160107.0,0.0,CA_A6-Weekday-SDon-048000_MISC_478,11.0
0,200428.0,203884.0,"(200428, 203884)",13:04:09,4.0,20160108.0,0.0,CA_A6-Weekday-SDon-048000_MISC_478,30.063912
