,ratio_baseline,linear_regression,SVM,NN,GP
0,1.14423720247,0.962566739122,0.987454025958,0.968004844255,0.962058263971
1,1.03613073948,0.883564936181,0.898017512794,0.893000214993,0.872627295262
2,0.830856162491,0.68348022243,0.704981061952,0.676462733981,0.693989273324
3,1.29473806257,1.06985010355,1.11265781385,1.07377397484,1.08680740781
4,1.45144018692,1.19623997134,1.24798326946,1.20470777676,1.21858657341
5,1.14266387209,0.980748024524,0.99210617458,0.99265696725,0.963015503167
6,1.19561682786,0.971820924409,1.02203937356,0.968852545643,1.00152266889
7,1.56141623216,1.27596347886,1.33342767142,1.26353358052,1.30745664096
8,1.12668955088,0.947941795791,0.973383752573,0.956596141666,0.947706540693
9,0.889705862396,0.715657484169,0.754390994204,0.721456530753,0.742913522565
10,1.05820310988,0.867963464177,0.902267300085,0.852920025226,0.885554743056
11,1.41959524957,1.19286736645,1.22634527507,1.20446263265,1.19404593916
12,1.04028409899,0.900482902114,0.904461407602,0.910328707045,0.877207591568
13,1.21878975576,1.01271807544,1.04678381704,1.01085089079,1.02283800691
14,1.54115761091,1.31435864326,1.2916202662,1.34360281929,1.28111983606
15,1.34741927681,1.11568600728,1.13522242381,1.13475421573,1.12235563587
16,1.07557094093,0.887711254366,0.922219001002,0.885061811692,0.90204713822
17,1.34777641704,1.11806923,1.16479294085,1.13985021286,1.13379570374
18,1.65369507409,1.33145494409,1.40905643744,1.32133520034,1.38348238881
19,1.33204972482,1.10703027716,1.14470667336,1.10689965539,1.11813246834
20,1.60282913106,1.30521249209,1.36499814612,1.2834875313,1.34068207303
21,1.20034972328,0.991065192708,1.02647649047,0.979241501561,1.00566364085
22,1.23724522881,1.01802433734,1.05185608905,0.998940870542,1.03422098533
23,1.36571631361,1.12899499579,1.17239392747,1.12885047119,1.14591309971
24,1.16628384042,0.971954258641,1.00918877649,0.991873315616,0.981592588279
25,1.30373642681,1.12076246351,1.13211965041,1.13373716597,1.09882851721
26,0.854232743652,0.725286558605,0.739953954805,0.733793491478,0.719273827276
27,1.11834730285,0.932568320739,0.961469474782,0.931708258305,0.938908740645
28,1.03797673549,0.849158277904,0.886880228244,0.841736773033,0.869330162484
29,1.17865052466,1.09487515806,1.03669692908,1.09642682176,0.998439624677
30,1.24040203788,1.01209156062,1.06721598658,1.02802067555,1.04164535672
31,1.14904243903,0.946731945376,0.977671815949,0.925133881061,0.960800485611
32,0.770598767849,0.88032357743,0.689572294826,0.809453418747,0.657380506527
