,ratio_baseline,linear_regression,SVM,NN,GP
0,1.14423720247,0.983672208824,0.974790124474,0.959560005412,0.959613261673
1,1.03613073948,0.875173464035,0.882712771945,0.868751567681,0.868949869343
2,0.830856162491,0.700622589144,0.707834497249,0.696625068444,0.696796575958
3,1.29473806257,1.07470031256,1.10305944431,1.08535495155,1.08583056656
4,1.45144018692,1.18845146961,1.2366002086,1.21644526086,1.21724857184
5,1.14266387209,0.956457162581,0.97348494821,0.957976955289,0.958293742533
6,1.19561682786,0.970314264366,1.01867720888,1.00180413243,1.00270257599
7,1.56141623216,1.28624465034,1.33027792415,1.30875769366,1.30947987581
8,1.12668955088,0.947549599328,0.959868735703,0.944636363207,0.944896905729
9,0.889705862396,0.726147061058,0.758103941808,0.745044567234,0.746150643738
10,1.05820310988,0.88815633059,0.901525344541,0.887195675077,0.887460826486
11,1.41959524957,1.18766708602,1.20941577752,1.19014120572,1.19054192256
12,1.04028409899,0.861229677763,0.886278550377,0.871986197497,0.872433074401
13,1.21878975576,1.05052724617,1.0382992229,1.02210405182,1.02213668219
14,1.54115761091,1.2986437441,1.31296573026,1.29216167445,1.29249007619
15,1.34741927681,1.10205294177,1.14797992999,1.12924015366,1.13001155573
16,1.07557094093,0.906926551117,0.916315379593,0.901803752925,0.902026346539
17,1.34777641704,1.09098571996,1.14836474545,1.12898551579,1.13031097118
18,1.65369507409,1.34154182677,1.40905035627,1.38504844696,1.38686922721
19,1.33204972482,1.14036339165,1.1347956308,1.11701714945,1.11712201769
20,1.60282913106,1.30992475458,1.36558826348,1.34327060819,1.34421071872
21,1.20034972328,1.03629392237,1.02258811222,1.00665404622,1.00667197187
22,1.23724522881,1.05373587538,1.0540368891,1.03746547173,1.03761432349
23,1.36571631361,1.14822268003,1.16350505435,1.14503668153,1.14535642674
24,1.16628384042,0.944138063144,0.993726458542,0.976946391359,0.9781024519
25,1.30373642681,1.09630776516,1.11070176456,1.09307402188,1.09337706585
26,0.854232743652,0.714029751786,0.72775959483,0.716152353479,0.716401306116
27,1.11834730285,0.973493121228,0.952720990709,0.93794969087,0.937900744183
28,1.03797673549,0.857296882559,0.884318808664,0.870053925297,0.870497967688
29,1.17865052466,0.965850946646,1.004291932,0.986981974502,0.988473825611
30,1.24040203788,1.00632186357,1.05689954166,1.03889333023,1.04026155844
31,1.14904243903,0.988979408193,0.978882410411,0.963600010235,0.963643169839
32,0.770598767849,0.626158376446,0.656553479844,0.645711690664,0.646261710128
