,actual,baseline,lbfgs,sgd,adam
942,109.975796,114.67770914,129.92903244,136.947660316,133.552117438
943,1643.040548,1363.63937591,2008.37933291,2185.28378261,2002.8182095
944,207.132504,244.878944805,306.26309469,342.465830088,308.469113237
945,652.413964,485.937619415,525.928072119,519.920697925,534.310193682
946,688.085505,334.417540532,445.149540148,481.634361896,438.556691087
947,1449.184776,1385.64529533,1606.8068846,1672.4816371,1612.14229455
948,1993.251822,1718.42725765,1928.29134908,1994.89917822,1954.01654503
949,1515.053575,1441.20598226,1625.83039492,1708.81138407,1652.8496087
950,1189.643298,1060.4796593,1201.06822322,1242.99370603,1213.26644776
951,1316.855711,923.400010716,1142.97371366,1247.90385198,1146.93863515
952,1977.0,1588.92246675,1786.25882988,1844.40875247,1807.774368
953,390.005076,494.277655827,530.123554383,527.531524137,541.547057113
954,842.117653,888.285364043,1024.67614205,1106.01100989,1044.47889521
955,699.117087,696.743676373,842.368705461,922.460099257,855.318482957
956,169.76225,131.710191836,139.256959952,174.923668341,156.300907965
957,1945.239224,1525.54791824,1747.77699003,1843.77428092,1768.71581716
958,438.025425,408.213895883,442.462636637,450.800383632,454.533181943
959,691.153334,750.534713136,844.94477634,861.660733139,851.159178618
960,961.238839,890.01967104,961.091116211,992.191221857,990.375698218
961,329.654219,309.023932719,340.82578658,330.437997951,341.777968995
962,303.524586,381.966494637,456.691056493,501.612655835,466.125153791
963,541.802675,410.651621669,475.238898286,490.203055232,475.847715632
964,397.178316,387.366683401,415.557550768,374.309444709,408.350766513
965,1471.00919,1438.0973568,1647.3391814,1756.06098469,1672.38812261
966,1287.95513,1210.77238887,1271.40426219,1287.59111197,1318.10121953
967,257.571188,280.942988754,338.297759563,338.219806337,330.667800403
968,1821.922288,2061.82356273,2170.02501828,2198.09121612,2246.6247842
969,795.777862,492.458606189,587.763579234,618.5318783,587.709213349
970,1063.520336,1248.7038553,1285.66600029,1190.6146127,1288.53489746
971,1067.748581,918.357832066,1039.50370822,1087.5817953,1053.95763914
972,358.481471,355.68269441,417.719862323,426.830234972,414.801122708
973,846.034294,859.833759479,891.809731836,864.499239568,915.598793552
974,558.558584,431.326133367,494.305092304,523.668559191,502.355311191
975,2781.602512,2329.38402856,2727.33912631,2939.26499489,2766.57026138
976,510.108913,499.572016599,522.416597445,489.132142786,526.137922956
977,404.397006,404.295783739,400.64130142,392.8703501,417.47938246
978,2515.089776,1870.93971869,2057.33083363,2110.81147358,2096.79503614
979,766.022885,663.578161477,784.265165804,835.53606358,790.013968985
980,1215.053575,1181.53315034,1362.98591406,1448.86323411,1378.8314514
981,176.305679,103.384667832,103.532097431,113.861842921,114.609026313
982,409.748294,318.656422316,348.737379388,369.601500508,360.615664215
983,370.714198,315.542257754,341.853744803,329.022772227,344.508771482
984,1348.843146,1357.88516531,1507.68226669,1577.81747499,1540.91262514
985,1280.046875,1238.54815227,1430.12518072,1539.51029459,1455.20365438
986,1159.408595,1180.34103691,1391.31334201,1487.81028662,1404.57531298
987,772.952032,648.313351074,785.307789468,846.84071748,790.984819794
988,607.09323,561.560380575,659.199349026,712.204385755,670.344542765
989,1314.424622,1276.83407993,1324.36728161,1254.42384506,1343.74458261
990,1184.637296,1238.46160531,1190.46501618,1128.32415049,1256.56319863
991,701.937924,649.706618482,712.069869349,741.44510289,730.995078367
992,2393.84597,2039.41626655,2175.23993565,2201.402542,2237.63334838
993,404.071766,484.040521073,541.11511561,572.424383726,554.635691696
994,1160.526349,557.852508026,659.384846024,710.444190583,668.224577978
995,579.437221,490.273926561,583.988750242,610.756894028,582.54034
996,333.947059,305.677300792,334.514088554,341.534571344,342.810374818
997,1251.35853,1109.64479787,1180.36612791,1202.43733173,1219.38987621
998,319.809662,292.481762028,328.211765102,316.444115368,326.344380654
999,438.985313,444.347288889,478.019096804,423.415073343,464.961743901
1000,1339.531849,1003.80066375,1135.05187609,1210.37014766,1159.67215354
1001,441.426847,344.038544569,383.7291323,381.179949275,385.544379369
1002,1937.834304,2112.78416233,2191.38908092,2017.07328038,2185.92498949
1003,629.881703,602.834039479,641.573000744,575.430687932,629.072669917
1004,1823.0,1449.38936071,1691.88173368,1812.23061808,1712.56043387
1005,119.952967,142.436094061,134.710872532,119.289928254,138.63747335
1006,751.174136,465.856043805,515.104854614,508.168479016,518.474402726
1007,1522.53105,1236.26515149,1388.44423538,1465.63367478,1417.31910792
1008,426.515073,344.295361729,368.366695648,379.128929047,381.776222581
1009,341.742788,179.510662702,327.294482844,321.527284707,325.993924714
1010,699.092289,629.476043357,699.498456606,732.864279799,715.823479207
1011,623.74654,725.718659792,750.177951401,683.544746709,746.383949272
1012,1250.235126,1076.77655784,1293.03848031,1416.47561998,1314.73672652
1013,139.947655,116.077015925,126.143486989,102.468837583,124.700228869
1014,138.096922,87.1249288488,110.801608506,112.429181634,107.659361617
1015,1717.487692,1629.64380687,1876.41782013,2008.11895967,1903.48176925
1016,690.061162,827.58944696,794.732234527,666.321380421,799.312725996
1017,388.718405,493.885635326,573.47951974,613.551721019,582.060445247
1018,847.428596,773.879150034,866.459217619,893.059166046,877.610643612
1019,785.213333,805.803294004,952.644418608,1038.58903392,970.483505191
1020,2103.0,1997.14653432,2192.83430774,2276.49506692,2244.41281444
1021,639.332918,600.094232072,615.342660413,607.256755335,639.813535746
1022,730.46582,662.109845093,725.936784882,750.31088045,743.741958926
1023,1066.295121,1040.72889088,1249.04267832,1364.12901613,1268.62300035
1024,1588.821537,1698.67101561,1859.79006777,1928.87575578,1905.72732679
1025,678.818652,419.560237263,452.651486397,455.504743573,464.341092819
1026,1292.671911,1253.45333739,1326.24162326,1352.39312062,1373.28542915
1027,949.426034,987.206834539,1164.88293703,1270.29229292,1187.03914678
1028,1325.0,1383.62004257,1435.65123263,1445.28869809,1492.70525965
1029,2059.970099,1624.37193248,1815.77964698,1874.24296814,1841.06415185
1030,805.557351,741.773039589,782.108021293,769.211821234,801.640981813
1031,1221.922288,1352.20950032,1410.29428857,1420.29521451,1463.54679169
1032,1064.913948,977.927460581,1017.87386387,1022.76364311,1056.90953309
1033,845.905819,1150.55440025,1105.40976636,1046.69641279,1166.89341517
1034,1176.78225,985.531619979,1125.525385,1180.35061927,1138.29515927
1035,1160.360638,816.679672013,944.270437401,1010.19480826,957.376679785
1036,821.650731,759.32741279,839.523206342,877.677670857,859.717281703
1037,960.569413,1121.49270743,1147.88242664,1079.17481093,1161.53174852
1038,1723.138476,1174.28524025,1520.43411747,1717.61417994,1536.60268364
1039,672.084118,827.319594095,883.098887284,906.615968972,912.86033935
1040,546.283525,362.480912325,396.247743159,449.673966109,420.021536035
1041,711.352143,694.056077967,793.709997288,834.274285055,802.879983926
1042,1517.676578,1391.37852462,1537.58707765,1649.18131475,1587.94682716
1043,609.477581,702.062290521,671.107350074,639.914490354,710.907347605
1044,1149.801445,959.068492287,994.759550753,998.664170577,1034.10409053
1045,610.944479,521.269284714,577.049001857,601.682195614,590.648722387
1046,618.05322,641.038795083,704.230209941,734.941378875,722.597253703
1047,126.152145,127.525694803,218.958095515,225.073381064,217.392770796
1048,280.342473,357.865391503,368.683497543,366.979335284,384.332208473
1049,2563.641597,1839.56397747,2159.51451231,2310.21884943,2182.26115933
1050,1159.970099,908.886509923,1169.11411489,1310.37080469,1177.2075179
1051,1766.864873,1235.76274959,1468.7662595,1578.49277002,1483.47234176
1052,696.104524,598.692926484,768.127212352,867.746103996,776.895575839
1053,822.137566,847.102261466,862.909313754,840.803116041,893.266854173
1054,378.402214,438.445334442,473.722406865,464.466784263,480.478018941
1055,792.957401,818.085436278,859.320659068,894.231204905,898.612070297
1056,969.266707,809.22718376,856.701644515,844.586654079,877.32749105
1057,209.280905,291.962853299,324.076503099,337.389520174,331.930837756
1058,189.944736,122.565781945,146.183141589,131.98470427,139.357499208
1059,154.480573,105.073550332,126.918837414,132.274369843,126.770926002
1060,246.217324,239.36115782,295.137823759,302.507616724,289.844396325
1061,217.19389,165.952201185,198.003954163,197.865627602,194.157987719
1062,3426.262933,875.601627398,2734.42256832,2014.82004731,2702.98593518
1063,530.016222,498.477837926,599.310234559,634.17591516,599.825173308
1064,989.750774,803.066597069,1004.43567064,1125.9720871,1013.75573132
1065,2011.397393,601.912050056,2152.75255466,1457.41787688,2040.7757558
1066,3773.0,2458.11265985,3675.58554531,3976.44628691,3676.77316452
1067,1424.1542,1276.23166834,1316.47340436,1317.00994783,1369.51335574
1068,1078.247202,1092.79668602,1116.28832872,1080.23782652,1150.1014882
1069,270.270495,240.385703891,292.528550282,296.568264624,286.596828777
1070,570.270495,526.100386668,599.049166039,606.026069799,599.501140875
1071,749.200088,491.774057408,490.278078214,306.786256613,429.642956244
1072,525.24349,528.173272405,543.236285387,507.862631376,548.841440833
1073,606.846679,469.350743221,529.893473183,553.10229384,538.935920667
1074,661.770658,602.894181043,687.205047234,717.049136728,694.401547495
1075,2195.685798,2197.34755085,2344.7425526,2406.17117181,2422.31060128
1076,523.469447,507.349373817,588.176378465,612.521835682,590.274878545
1077,1019.446978,1011.15776958,1097.25944723,1134.79706431,1128.59589493
1078,77.316514,67.3626700014,98.7763486698,66.187153726,80.2752208964
1079,425.496279,315.07785143,380.066642614,414.317048161,386.129863253
1080,507.625377,742.081734932,776.024572067,760.100758575,796.945345363
1081,864.410033,649.385771422,859.984953344,999.214550103,873.923590972
1082,1320.631169,487.10040019,1856.12169632,1209.27070824,1727.58598388
1083,213.095851,233.757067633,225.024803816,222.429962711,238.398176385
1084,1244.393294,1279.3985379,1455.18521891,1559.7916767,1485.30907734
1085,1363.641597,970.178270976,1179.63573075,1269.58530715,1186.18257628
1086,1288.651525,1234.41243399,1354.83733359,1442.58779688,1399.71440262
1087,664.988037,543.439639037,607.560906199,673.738407643,632.627409226
1088,1027.873757,712.190166759,1083.7427997,1155.19765751,1077.19858605
1089,872.906072,665.485535264,847.585310182,943.347505089,851.062884127
1090,537.114202,657.824116432,768.756532695,840.998001788,786.527105113
1091,178.188294,156.226643543,195.188808891,194.492284918,188.845610313
1092,183.205377,171.101320284,202.330093727,217.978499623,206.059454429
1093,574.099134,899.517544108,910.085895882,858.409005373,925.263265477
1094,1267.889697,1197.80173975,1436.4771122,1574.77914016,1461.34460551
1095,889.959403,850.751961301,850.050903652,834.313743399,886.175711149
1096,1206.846679,995.404523749,1130.51581348,1190.934726,1148.84951074
1097,908.453699,835.149853753,854.938806326,814.135747421,872.65628166
1098,2103.630494,2027.14665054,2194.56130682,2254.07844853,2253.98618536
1099,1102.923939,770.669560398,846.306131835,861.0296108,861.21582452
1100,532.267765,499.260845549,632.924555817,713.261281527,639.693232404
1101,1785.205641,1205.11751887,3764.55959409,2775.17583669,3722.30622254
1102,716.807338,741.845829067,826.319596277,838.115375141,835.095316249
1103,1245.365109,968.484690452,1142.66012948,1219.58890198,1152.36408016
1104,2172.794235,2094.2282071,2280.5107612,2348.4940006,2337.86756173
1105,424.478701,358.373455527,420.071318377,433.301473228,418.62971005
1106,1181.767906,838.528627743,919.575984331,929.983713213,934.877068018
1107,3451.654596,965.70776445,3475.37532017,2344.7708851,3289.39081521
1108,117.258128,63.5412554122,89.7809824486,82.7182605426,82.0285805408
1109,1064.461492,1204.88222056,1225.23301594,1211.62300399,1276.45550186
1110,63.829731,67.3165482867,89.2165203108,81.486185839,82.1737193693
1111,1276.827717,1216.78937327,1236.87313483,1221.08823949,1288.28982814
1112,353.768775,361.625601416,405.447398197,424.237395955,414.087829198
1113,2105.926108,2261.99077603,2499.20908981,2606.75871743,2554.78878746
1114,337.776318,210.394430601,254.831683879,247.592111371,246.378219099
1115,423.799633,457.681842511,513.678794018,539.991971022,524.788578611
1116,242.811668,168.551371568,167.029183919,169.525710928,178.182813918
1117,412.704326,532.288362759,536.455806856,518.598370412,554.337732787
1118,53.5102,63.8086228413,68.2646644919,60.2391054924,67.9887341872
1119,89.831028,87.814013704,93.92107086,88.7983413966,95.1955299434
1120,124.024833,76.6698165819,87.446466083,91.6245535227,90.005898062
1121,3190.363329,1480.42367316,1937.19808204,2213.9520434,1968.12836684
1122,1561.553737,1081.53481481,1239.78394818,1307.33240768,1254.21138264
1123,38.720005,37.4681952704,64.2064253587,56.4044716633,55.7188310367
1124,2080.61707,2239.77568825,2292.74180493,2266.44833594,2381.1171246
1125,1805.073937,2197.44428227,2184.26062267,2037.58118356,2240.14927688
1126,230.992611,208.48489111,250.472776161,244.769536305,243.298389353
1127,1061.709913,886.173931734,1035.76043724,1100.85721718,1044.48697819
1128,274.058043,219.76943084,282.166477198,287.841758668,274.185277014
1129,255.196026,208.155122068,249.582661788,269.936361395,252.6407784
1130,2323.138476,1537.64011022,2020.76324289,2307.23945138,2051.14333623
1131,802.485329,982.860607385,1015.96587491,939.736830057,1018.07224364
1132,798.975163,785.699603255,946.410152221,1020.87053979,954.586364835
1133,1046.582704,1088.73388452,1122.85866562,1116.31502768,1166.2153719
1134,1343.377114,822.124715787,1158.38983854,1289.92531364,1151.80896833
1135,224.9385,150.767801674,194.746883544,201.396102866,189.727814412
1136,1519.809662,1352.72011397,1509.23770773,1547.45881596,1528.18571661
1137,755.0,719.193101565,730.856880096,764.702038328,776.924153104
1138,574.081841,571.631551936,602.04451859,646.884828245,635.294864225
1139,1214.405168,839.831095937,953.562855982,987.981010099,962.74130839
1140,486.472097,450.718336849,536.20343664,584.189678044,545.87600682
1141,1350.900039,571.385694012,1508.41659377,1238.44138656,1574.79679136
1142,1002.625307,1127.61453195,1042.0749834,875.514302378,1072.98652382
1143,73.865143,166.532593515,165.11648819,156.527891348,169.473198626
1144,816.670887,691.260683025,704.72341112,692.152097754,732.584633551
1145,1948.88022,1595.2209246,1939.46359436,2156.29676588,1969.49124188
1146,823.150485,875.418936578,876.545303537,849.671400354,906.724034743
1147,1262.377438,1168.65917247,1254.78520795,1292.81270904,1295.02730141
1148,252.758579,344.710945688,396.814985747,400.00755164,395.158729227
1149,226.404198,206.890436567,244.978460789,262.153758228,248.436209865
1150,961.126409,977.708869733,1144.11622587,1219.37941164,1154.9358753
1151,895.000446,1026.12152629,1089.09707,1110.35951213,1126.51147044
1152,171.736669,246.617629795,260.543543932,261.159629678,268.921299203
1153,432.407264,378.476882605,448.396829589,489.368493075,457.447721014
1154,1048.860534,490.80235267,635.110697663,700.378725178,633.656420262
1155,634.024444,803.072106848,835.975845619,834.580033609,866.634673267
1156,994.45611,1013.84523366,1075.57942169,1110.97664696,1117.28551442
1157,1168.936408,906.740229658,1654.73341242,1622.72858136,1661.48258134
1158,728.0,724.412447947,765.82737066,776.89716937,792.814991895
1159,746.570314,723.96044181,788.828740882,821.115504634,811.655324592
1160,576.110703,535.166165621,557.348502859,560.868159139,579.588237431
1161,857.223036,638.104874431,712.005329439,721.932589294,718.964836583
1162,478.223456,438.913288387,477.224098438,512.079382039,496.190198833
1163,1199.992262,1126.90508811,1135.08729619,1122.19331788,1186.26252339
1164,1660.349952,1820.39592019,1860.10689267,1793.87200623,1911.33049919
1165,753.511352,977.048173566,1009.7539368,943.207029999,1016.79324648
1166,331.422004,314.776491797,365.314953363,376.879197784,366.032901959
1167,1116.662294,1128.27660747,1159.57923213,1086.85529513,1171.44001564
1168,2724.59356,412.140468999,1318.44037328,955.482175947,1292.38967776
1169,229.431844,208.641301256,215.547366486,189.19189624,217.148509734
1170,463.115374,517.883614702,567.672126502,584.412705545,580.43094026
1171,612.727063,432.882334394,530.678268708,566.020360611,530.648626869
1172,314.063358,383.502186885,388.192061009,360.779545699,391.708814979
1173,160.535689,147.923187604,170.987110876,179.194901623,173.656335085
1174,1315.959688,1395.21463868,1531.86945285,1564.30126417,1560.44283646
1175,571.476643,516.787630291,556.079790236,553.276470873,567.289748949
1176,1316.88241,414.583895659,1248.80143519,940.461209207,1247.95328211
1177,209.438126,204.270453858,228.347617819,249.201010533,236.853454142
1178,2776.330724,2330.2150356,2483.5181646,2535.64233778,2563.35623689
1179,384.169887,261.653202771,310.206194952,315.551800211,306.549395575
1180,302.130759,245.500965621,311.02324885,320.0797256,304.217827895
1181,2367.481373,1483.29227552,1682.42086999,1769.95616838,1707.49118444
1182,165.790962,124.369645212,130.475233251,123.291706733,133.794011893
1183,97.201358,190.737775321,169.431791141,165.157282371,186.959987886
1184,1657.0,1797.17650373,1829.40126509,1814.48108178,1907.12826066
1185,1161.616873,1033.65693019,1160.80852025,1224.61909642,1185.017883
1186,406.784606,345.190687029,457.756896654,538.027473555,464.661962024
1187,1686.893296,1595.9730015,1711.94358864,1733.18422354,1757.11966959
1188,221.21546,153.835829065,194.504172996,154.414540876,175.453318124
1189,1763.70595,1727.19003682,1842.83892214,1920.24103502,1913.08606936
1190,1124.0,987.697176022,1061.75527562,1095.77376086,1095.97397374
1191,331.004978,243.968721579,294.891088818,336.707460497,302.473370023
1192,686.305405,692.646001373,776.28310711,792.690617798,783.697513131
1193,993.415764,1116.33383852,1242.01972464,1275.96243944,1259.75793763
1194,179.606707,176.638746435,163.877609556,155.230317805,177.586500061
1195,674.33912,672.112562254,780.380091793,828.112789444,787.346286874
1196,3191.489499,850.886331443,1734.48218672,1615.42933434,1783.3316361
1197,804.785998,836.263545806,935.831630391,965.970583543,948.505125369
1198,1908.294437,1579.81883528,1728.64678363,1784.38343666,1769.84976084
1199,1130.861211,1036.13905952,1105.71070565,1164.16644059,1151.9150198
1200,2369.104131,1750.15014804,2244.18062957,2528.3362646,2266.60414441
1201,495.742911,590.920380069,551.122925706,519.293889858,591.61898362
1202,680.0,556.6295508,653.661720363,708.57716294,665.634656912
1203,2882.587942,2727.05844402,2835.56918761,2872.01394,2949.44184667
1204,1314.100138,1248.20479666,1436.94313731,1557.41794905,1466.95961257
1205,535.409843,501.071095164,505.943670639,504.350356457,531.037086685
1206,509.941576,421.122712064,410.0785116,407.861716777,433.163488363
1207,795.0,874.192513126,906.846136204,935.693166654,950.894234054
1208,937.014978,974.817881093,1026.63612792,1068.77248045,1072.08186185
1209,557.235923,560.411329963,633.692076739,668.887986834,646.098364297
1210,711.761757,795.430240437,928.6645721,1037.42396787,959.261370191
1211,764.461492,845.161455738,855.243969073,849.466005746,894.194479496
1212,2585.213333,2543.12410648,2830.7473538,2978.95841961,2894.45794244
1213,316.005564,249.88771017,264.899246037,264.469868582,273.763287748
1214,1167.66429,1305.41203341,1630.52918888,1839.73997359,1651.87245456
1215,1112.0,1201.80847124,1220.93864251,1197.81120196,1268.57768026
1216,1015.265833,798.873878215,862.099375937,883.198238774,887.023565672
1217,1931.665138,1798.35332966,2014.94360945,2123.52949705,2056.85167681
1218,353.115281,343.69347339,366.170876188,322.758175336,357.40692787
1219,2885.58698,2157.79893457,2750.78399776,3115.90169042,2787.86713624
1220,2171.0,1818.55975116,2140.24284538,2333.39724346,2180.93324494
1221,1174.058043,764.262836116,1194.62824302,1259.65357599,1192.42343226
1222,1386.893296,1280.17278109,1431.05855721,1474.17130133,1449.99602906
1223,341.823454,267.614430398,339.134723942,353.043789034,333.233473182
1224,2642.473682,2040.9201151,2393.1925546,2573.28392611,2424.4324711
1225,1517.322904,1041.30977182,1221.0943603,1300.05687993,1231.56422205
1226,399.853793,389.380046659,420.215762983,431.228846263,433.365514866
1227,1517.594648,1419.96454503,1531.26230448,1597.37285347,1582.6626155
1228,800.819889,844.473418388,940.170148449,991.023609128,963.450694105
1229,510.619037,474.068868503,566.897473828,622.96700255,578.405955962
1230,15.249201,44.6851383154,50.5576795519,54.9180202111,53.3726551668
1231,410.199513,381.378389274,452.805260489,458.124301666,446.49586319
1232,351.120194,264.940339034,308.671590073,301.378888099,303.118892107
1233,556.637469,544.417787066,655.437556199,717.67614007,666.507708561
1234,527.139969,465.161304575,479.262897022,481.42058086,500.463877219
1235,569.0,549.79281883,564.326793703,571.476241475,590.839990267
1236,631.057816,407.084489003,940.348264933,824.815771686,981.861157765
1237,1053.123003,689.782540178,797.183586196,816.01984146,796.687057607
1238,368.465893,386.301607831,421.396379074,437.432503855,433.814978228
1239,586.762064,502.094531223,620.661480879,694.888227925,627.517700255
1240,1548.408526,1278.44620976,1426.21149692,1470.78825237,1446.63380889
1241,525.0,346.376981186,348.946708465,225.276967466,314.919944798
1242,2271.94041,1607.41586024,1939.15197342,2107.46488679,1961.32633437
1243,2082.061013,1899.68479643,1999.28172494,2044.69116865,2075.61750466
1244,1388.311243,1121.83727585,1300.79780618,1396.6257174,1321.09552995
1245,2020.802559,1598.12758578,1728.10951021,1756.89206692,1769.76370798
1246,117.980569,152.803500175,172.029857299,169.549577041,171.818240075
1247,950.08099,912.726517295,1117.80426025,1219.70867624,1126.46941925
1248,970.186738,837.799597235,966.832569696,1009.43220051,972.69826537
1249,1909.91629,2015.26268719,2255.97505357,2377.18104365,2303.33207004
1250,1252.801745,939.479642619,1096.30606287,1152.09710185,1100.45181734
1251,169.750619,166.241698761,185.10222909,192.173712125,189.889639698
1252,440.772196,264.588341317,355.93741979,388.079307606,351.800346073
1253,1162.840277,1242.99190719,1277.54660565,1278.43598846,1331.05355643
1254,902.978276,960.749123807,1038.26840559,1069.25055425,1068.75328946
1255,354.764529,310.123244518,338.060144737,340.709290452,345.84767574
1256,568.59393,443.250660211,507.919521975,518.49253372,508.695029044
1257,225.24349,260.970891553,277.208376701,285.37421427,288.589736306
1258,321.73419,489.966353829,502.930860321,477.567574083,513.10542205
1259,87.646225,65.54407311,70.7997956855,45.5952038156,65.2147334628
1260,2223.931506,1623.68811081,1993.40676018,2211.76019054,2014.75069814
1261,1034.280464,1059.85083694,1220.19034165,1314.13190745,1242.7338
1262,4406.079991,2016.05115184,2091.15968747,1900.92661202,2071.79370219
1263,582.0,687.959954801,695.670687352,690.770456773,728.689666756
1264,291.187049,243.823360097,271.310787562,288.429196105,279.778992767
1265,305.926108,384.882459544,395.374074654,395.392755108,413.079256097
1266,40.301392,44.6797207872,47.6532643305,45.7199141161,49.893915161
1267,1257.139947,888.548441226,988.760717004,1046.89657562,1014.76022985
1268,2286.443647,1708.59389655,1922.38287208,2000.35755887,1949.90515737
1269,1711.387877,2077.80286651,2328.22583169,2464.07689922,2379.53356277
1270,1595.685798,1557.62733776,1667.81143472,1714.09464038,1721.66084379
1271,382.281059,437.879402207,545.150492765,626.120878944,556.767842122
1272,305.796853,353.306290082,409.903031044,439.728328082,416.978261068
1273,873.305583,1129.88995109,991.749585128,832.733405205,1053.58719226
1274,194.581125,181.686516402,203.764941333,217.887274196,210.27887486
1275,494.205839,527.498591344,598.128731587,603.492829906,599.03291942
1276,320.233727,259.44613378,301.107444445,297.041954447,296.915001847
1277,967.410387,934.121377773,1171.10005648,1325.31426082,1187.83887719
1278,1011.049566,927.905615938,1068.12320806,1149.50280669,1087.67977052
1279,717.258128,685.816752314,794.437462639,834.611390727,799.615158208
1280,699.0,782.314643477,819.560030847,801.388079445,840.647163419
1281,3560.254368,1464.15278899,1511.22254409,1400.39956014,1514.80103804
1282,1086.364932,850.111438238,1822.93522387,1659.18725051,1891.12879869
1283,1762.506622,404.402910186,1700.930617,1044.32178422,1537.64878945
1284,525.498395,500.425029478,445.834758418,445.523836106,498.753807546
1285,994.253867,797.773679086,893.000720799,910.470219715,901.688194476
1286,1846.02705,1553.41502758,1773.25026585,1873.40180617,1797.74769269
1287,1049.5874,1090.72220011,1233.12754929,1311.11444757,1258.69741812
1288,896.151723,752.617409056,908.304447142,977.457241347,914.855151104
1289,719.446978,754.45650395,806.770788813,828.528142688,833.939725742
1290,457.341122,270.654282183,299.263434041,277.424483522,295.936508575
1291,1339.473174,1122.57371141,1289.85298717,1390.99550027,1314.89238528
1292,583.899407,814.198209774,814.161223595,754.306650736,832.051890947
1293,886.722331,618.983003591,908.516510698,986.439676361,901.544785931
1294,449.200088,114.138459499,118.509866097,67.0640350583,97.7989506471
1295,155.507798,186.359759952,187.446987704,171.845811877,192.335622657
1296,422.231833,407.468268685,467.176057655,467.904656448,464.86970634
1297,1363.036511,941.703641672,1193.44344683,1356.38520293,1211.62744983
1298,2336.876628,2088.8153623,2250.38507055,2316.56658153,2317.40461965
1299,2476.827717,2555.8253144,2640.55047191,2655.22355028,2747.8199769
1300,1241.056431,1089.59631867,1169.88151446,1204.57249043,1207.31543498
1301,480.523057,469.680937879,512.527645487,525.365206131,525.562797247
1302,429.37531,570.85852332,641.273222544,683.124206005,657.267538696
1303,1086.374495,1026.6639251,1101.85588823,1118.07711377,1131.38371639
1304,1241.19146,1195.5662204,1253.76651596,1244.38771734,1291.2916248
1305,1708.969642,303.509828317,1036.93998149,720.61435716,994.968762033
1306,192.123315,208.416690128,218.613797191,223.907303189,228.807820742
1307,637.988606,518.136245833,561.949419131,557.936929125,571.109655153
1308,3173.0,1836.90842492,3729.96733393,3489.01083878,3845.3053925
1309,1157.612666,899.028532123,962.063815942,956.607622455,983.464621931
1310,913.445647,697.478624568,827.915371831,899.051991717,841.42559456
1311,1016.807338,975.578119701,1061.54861482,1078.1346392,1083.98348099
1312,197.591867,196.611159348,196.550337489,193.596768661,205.868439645
1313,259.25869,230.266527177,230.476849175,259.19528336,253.319910798
1314,728.638124,658.542356471,761.171835234,822.164207836,776.160911149
1315,829.222185,758.113017328,847.865609636,885.440705547,864.436230948
1316,1576.920754,1130.55906679,1318.6546612,1439.36499077,1346.94412402
1317,626.415377,628.593171466,680.866121075,701.078035205,700.692192462
1318,1531.830758,1444.87440681,1523.56076133,1542.93038029,1576.52824777
1319,330.469269,374.146668506,366.597672782,306.24135033,364.872522092
1320,913.994363,836.125092613,970.189959087,1026.04821672,977.79132079
1321,391.0,307.721590511,371.027195309,397.497609576,373.446633357
1322,384.808731,272.633026681,318.821741188,314.627588385,313.575198976
1323,151.540844,141.200997072,167.143817257,158.410376901,161.850664521
1324,622.368168,404.821024293,495.576578953,523.475255015,493.7212114
1325,2217.556543,1866.05483345,2038.97245669,2079.49655683,2080.63243341
1326,1406.940716,1058.46408367,1191.85973083,1241.40149943,1210.19672399
1327,364.26944,233.592038367,386.686102552,389.226848624,378.828599804
1328,1532.987551,1266.93449844,1497.17005823,1626.42172717,1522.31045573
1329,1260.052946,943.416846886,977.16115622,903.382756097,978.856452249
1330,2582.150485,2323.93383968,2379.51556985,2358.19146842,2473.97619812
1331,340.462759,287.340090002,315.73683198,305.557611394,316.925848535
1332,1361.151001,1137.2055946,1422.94073266,1580.22772779,1429.33184969
1333,1512.418216,1290.89348646,1467.28245993,1543.74450166,1489.5893716
1334,2218.047587,1729.78547184,2088.70216435,2266.79716611,2110.90642902
1335,474.093907,407.524878471,379.785338491,357.873321857,408.726521611
1336,167.84028,133.992736196,159.605544162,143.926870211,152.179879847
1337,2177.960939,1852.14993576,2044.69528278,2101.36971511,2081.2051816
1338,464.289376,441.665641243,493.699784553,523.11611864,506.450065919
1339,772.097027,363.164463102,424.351774459,421.70610343,418.443523208
1340,845.662474,901.250711431,929.641675586,932.950276094,968.507023846
1341,174.280513,164.334352759,182.105365061,191.718382217,188.004528191
1342,730.084404,590.004313104,685.796712566,714.007106058,687.516369359
1343,188.006816,173.114457534,205.642835053,199.706041581,200.12253493
1344,1860.614666,1921.22718132,2047.86221213,2096.26194595,2115.35720843
1345,1460.360638,1060.97052345,1188.90931354,1244.96361565,1210.76506139
1346,810.685863,748.877118754,790.957644659,774.649561195,809.154289857
1347,409.5828,329.44524771,352.096192239,310.86270033,342.103412699
1348,1453.43898,751.067462653,1501.42541131,1408.88831618,1534.84890778
1349,3333.281917,2184.25637856,2570.03379798,2781.02899749,2609.0243939
1350,245.662474,310.956647626,321.732662836,296.950855951,323.150682858
1351,314.863371,398.712101065,408.494270401,394.935359656,420.535547969
1352,384.028107,329.035372009,390.058081412,425.172126538,397.833982584
1353,1302.219713,1247.46265749,1536.12104746,1693.46655767,1548.11479015
1354,1219.644028,1076.10536678,1193.70462808,1237.15870626,1215.82345019
