,actual,baseline,GP_RBF_ARD,GP_RBF_NoARD,GP_Matern32_ARD,GP_Matern32_NoARD,GP_Matern52_ARD,GP_Matern52_NoARD,GP_Linear_ARD,GP_Linear_NoARD
518,950.341732,990.215979429,1224.79490609,1226.24068764,1205.37298608,1212.52969283,1220.88350151,1216.91628956,1353.66274918,1354.55184009
519,70.219447,71.7856700259,68.6463857476,67.3089147849,73.4559442249,74.1728862411,67.8912334394,67.4484581679,88.3275630063,86.5298846695
520,254.52522,246.8071081,256.324415402,252.033636232,253.933378899,251.100883629,254.755121687,252.98569805,212.786406351,212.787522036
521,1078.196857,838.972477995,1145.83897248,1118.09249491,1138.63389009,1101.27504871,1137.89496158,1112.78468807,1223.39291092,1223.41701608
522,1142.117653,955.350205694,1068.44952359,1081.03768492,1067.24754568,1088.43707821,1072.1731696,1079.86565536,1149.67709466,1150.75986029
523,165.318558,119.934699166,123.852355304,118.961400557,126.698027508,117.015557571,125.203776538,115.472128524,83.7795696532,84.689875826
524,410.435122,424.498939422,495.90179235,507.600406857,481.948187514,506.533949382,494.7287872,504.761993622,560.564707333,561.31220964
525,2019.283429,1943.49913868,2090.39484939,2102.79159575,2096.65515948,2111.69003333,2098.65228088,2112.99009301,2105.37552981,2107.01623532
526,315.58853,292.630768001,298.770215823,301.129746415,296.448891181,300.39077353,296.559821103,299.273280708,275.512052695,276.464121532
527,321.469579,325.904532339,303.548884687,299.436184354,301.328651074,303.143016987,301.245434356,295.327448792,213.723673592,213.303468605
528,859.716178,915.223522847,1108.71159809,1113.05561844,1092.82119041,1102.97586639,1106.36081963,1104.78762144,1227.99844761,1228.86593855
529,290.400729,356.541692303,391.803960322,391.494969248,392.886878639,388.792396624,392.679244229,393.729758532,381.941039258,381.965076958
530,2221.335221,2163.73637008,2380.22953073,2394.92528686,2398.16348693,2410.28263551,2392.85935094,2401.59925832,2479.10585285,2480.78287453
531,680.262379,619.269365853,701.244375712,700.899532002,710.946162015,702.151828114,705.134365175,702.79047038,731.599418865,731.738815423
532,2248.860534,1259.40095898,1539.40662711,1520.34017477,1552.28628749,1503.89707351,1539.69148885,1508.46683888,1667.99248412,1668.27072649
533,2354.25197,1828.57346653,2230.83698755,2203.82082197,2250.38252445,2180.58432641,2231.57389678,2186.36835376,2416.88368097,2417.33299342
534,911.662769,882.448059469,1056.38829033,1046.65754304,1068.62858064,1040.1746953,1058.48953633,1040.1544355,1140.86465716,1141.07381973
535,603.642989,493.08390866,660.164890814,644.168473468,656.207732984,632.58276772,655.908488537,640.362892039,711.131277154,711.090868752
536,1038.830928,1200.71141958,1228.85767031,1211.09055469,1222.39986658,1208.86329741,1223.02324684,1211.05302464,1079.88542142,1080.50339558
537,572.394364,392.566207676,511.84164888,521.040807864,488.07586022,527.729246543,510.219343149,523.359723065,584.793736099,583.281113783
538,948.495143,1078.16656998,1007.67416313,985.384735564,1005.04564987,1013.86395553,996.683102219,991.200889415,725.475396097,723.159049844
539,1261.126409,1238.12872666,1557.61504182,1532.33034689,1563.55158024,1509.1551749,1554.28109783,1519.221643,1687.97495355,1688.20952982
540,1789.28404,1678.55123472,1768.91152667,1776.59832227,1767.44117196,1783.21652444,1772.57684438,1783.92187581,1742.15340288,1742.44057833
541,1438.179781,1236.90698963,1365.95167705,1367.06749867,1383.14416319,1370.94972297,1373.76131311,1373.4877007,1395.77975143,1396.20768696
542,1902.391496,2078.99622028,2089.76080334,2062.05241296,2066.57406488,2062.23452639,2075.71523903,2055.72947702,1819.61493489,1820.31619612
543,1299.886186,1310.11842396,1369.45440504,1373.41616533,1362.20620493,1375.32858551,1369.48206628,1377.59808412,1313.07517714,1314.54581063
544,1785.721757,1586.47433633,1760.39944918,1761.51528166,1785.01803437,1768.07893224,1770.98285301,1768.33137055,1814.09824045,1814.67295423
545,2071.728208,2055.61426339,2132.27842014,2129.84687249,2124.45907327,2132.60340301,2131.18214538,2134.92701381,2019.42321017,2019.98603312
546,354.406795,310.05614694,368.272896983,381.495576079,352.897361239,380.603340142,366.899310642,379.828725731,424.65391999,425.35126461
547,171.629339,201.882385767,215.15546879,214.671823251,214.622321456,212.850186275,214.851420796,214.829328051,210.251713538,208.861173659
548,1348.410599,1477.52213,1706.96917365,1713.9052538,1710.51363596,1715.65624728,1711.36704234,1706.49671885,1853.92175779,1855.09638831
549,171.634631,156.751677405,151.320300281,151.778587621,154.686613283,151.338174926,148.627872187,147.527546568,147.250212709,145.310791687
550,883.412198,602.744038917,605.338310216,592.032772861,600.008565143,594.563087364,600.386996274,592.467099299,492.532902387,492.78812446
551,1792.775111,1905.19955137,1896.83036064,1856.59192295,1881.69753157,1863.40925871,1881.11135304,1852.36165375,1583.71217618,1583.42643749
552,943.162884,504.288295674,1053.03044862,1051.29875642,1074.34947036,1061.54587551,1057.16985249,1053.69683081,886.89587794,886.777281968
553,241.714714,206.385440023,220.808070595,229.919386153,220.918610381,233.103670131,220.132776028,230.088926819,240.787059414,241.560344088
554,770.881791,794.463969443,832.812344037,830.573748826,836.441974548,832.266912482,834.178150613,833.347725095,813.739876221,811.372059386
555,708.383666,637.556469431,687.55434909,699.322983152,682.566558937,704.054989725,689.106477883,701.622363238,713.654706252,714.647094419
556,2265.122399,323.903902794,1433.49854372,1382.19560175,1351.50378873,1395.81076212,1408.44816144,1430.11836029,701.394951732,701.158030018
557,3622.930881,1864.07178507,2587.46115007,2526.38249118,2572.71154521,2495.26766937,2569.37840343,2517.27266486,2740.07338367,2740.26335729
558,2256.0,2130.57589257,2221.46441841,2220.30822055,2215.53150778,2223.24656772,2221.79753834,2227.31379401,2109.81948728,2111.79005026
559,2742.0,2862.09529267,2991.61232084,2988.63749313,2989.61568117,2993.42023653,2993.88122532,2999.48463389,2850.77077782,2853.14791482
560,116.855711,113.597273997,330.045450239,330.869221635,333.289549231,330.116045225,331.19454258,328.546519703,227.261672032,227.137915209
561,1118.227653,731.652622532,827.038238678,838.96277485,821.032003935,843.399547956,828.726457941,837.042395686,901.039876719,901.963501589
562,1796.315113,1413.01046415,1613.34783014,1609.65706087,1639.72860618,1614.80039473,1622.17083093,1608.28876916,1709.84360801,1710.33642565
563,1118.391003,1108.72308762,1204.25960537,1217.33289964,1203.96126812,1224.76306706,1208.958382,1221.80298713,1244.48445594,1245.68755056
564,1395.797208,1311.53664149,1333.38248291,1328.19488621,1319.42739358,1327.61065322,1327.60377666,1325.79372821,1228.37585653,1227.12770643
565,796.988682,683.579429389,902.572824162,883.614755901,900.43206658,869.199640548,897.880338952,877.335363314,970.583125641,970.680245613
566,715.322936,676.633018528,763.847139147,763.54099309,774.832707871,765.505812095,768.213948068,765.462528976,797.06058408,797.243053734
567,405.336792,369.160501816,471.798445674,485.017181311,450.081676874,484.407253507,469.696282351,484.788669591,533.897735251,534.551998923
568,1125.972761,1068.60362884,1208.65565509,1220.15537055,1208.21310496,1226.38044621,1212.52685884,1217.75250831,1305.30121255,1306.37569971
569,1562.168914,1260.73579159,1390.69550063,1391.85258945,1407.7892847,1395.56016111,1398.54504924,1398.58962614,1418.39451797,1418.8286669
570,2153.891255,1775.27278414,2207.49094513,2194.0126033,2191.93726093,2166.10925987,2201.69104644,2175.9104271,2418.29815146,2419.40151914
571,1921.524729,1812.17787876,1928.82510511,1938.55913026,1930.42138983,1945.28473359,1934.51207973,1947.80098246,1911.83766461,1913.48770021
572,1193.652364,818.661436046,1278.64773395,1247.86588796,1273.21990365,1248.509224,1269.57729485,1254.40145147,1287.43446737,1287.39068206
573,621.049274,578.252622141,617.816050352,628.867235017,612.647648215,633.207072443,618.835709737,630.991405408,635.931512235,636.92948397
574,2611.397393,1180.54642936,3333.7008933,3390.27436614,3390.5842469,3360.28169103,3352.1749173,3339.06613879,2258.40820198,2258.01141353
575,2320.536473,593.059374013,1163.43449838,1114.612663,1155.84408844,1132.60861162,1154.81923643,1138.67887328,1088.24401386,1087.33736322
576,115.506439,118.326566293,139.243572849,139.162912538,140.285576545,137.879290433,139.76787362,139.887760878,144.481129952,144.435819725
577,1412.183139,1338.6868129,1420.07061216,1418.74273586,1431.76954787,1424.51159746,1425.42894548,1425.52156148,1408.41065569,1406.38126751
578,661.238839,541.689354309,627.56608119,639.047765689,615.365126564,638.572825066,627.054040757,635.274242424,701.250295629,702.082574287
579,1272.006099,1142.67728693,1228.1442393,1226.93410779,1236.04339688,1226.91734167,1232.22661603,1233.71606431,1201.05062244,1201.49448951
580,1250.693442,1056.06551107,1156.76382964,1157.54760639,1168.5060408,1159.03353064,1162.54317913,1163.96533372,1164.34593283,1164.69511049
581,470.8533,556.264928873,619.952884718,620.395255449,626.517169077,620.30131636,623.12539263,623.618225969,632.023448319,632.135596192
582,772.806505,680.406404763,761.460013145,761.647842706,772.108389985,763.88874424,765.922525945,764.240156714,788.951732185,789.158925695
583,271.163829,234.465497319,265.765939779,277.843550619,257.867136936,279.358879388,264.916948812,276.978439776,307.865824837,308.555576798
584,1871.0,1447.44291535,1700.34964007,1703.98163853,1699.2792892,1698.61574238,1702.45364067,1693.19011086,1859.32732543,1860.47529997
585,2654.726867,1017.71222494,1598.78245586,1561.61529296,1593.62817886,1563.59739427,1587.99054889,1570.07781756,1603.22989831,1603.1955878
586,1246.960564,1287.52793315,1357.10520723,1352.29645777,1361.59042829,1352.20812595,1358.89805528,1357.6964581,1300.32294964,1299.53334911
587,573.888356,596.281236308,580.158156944,566.303858967,577.462210411,577.977385752,575.355118038,570.938264382,433.509194547,433.793009838
588,1081.523397,827.366976996,815.220137788,794.908721514,808.865535795,804.497066823,807.774247355,796.770237065,637.763441751,638.193345041
589,502.68924,383.759634442,416.957819538,415.927541439,417.245277843,412.856263614,417.391229031,417.97422737,399.127665619,399.171849267
590,2223.917896,1395.8723482,1667.51543486,1652.58981682,1687.47734863,1642.92955911,1671.08486563,1642.20472612,1800.53897425,1800.90334429
591,2061.0,2131.14413015,2349.49012975,2363.72044393,2362.27800486,2373.11946464,2360.61790834,2372.86818373,2427.75405711,2429.20491142
592,1069.593045,849.165816125,939.374790098,940.08367932,952.194449663,943.560117182,944.985823933,944.010959995,964.893257428,965.208601873
593,2702.19851,2242.61322684,2377.16823395,2370.82534605,2388.96577578,2372.13308572,2382.63533423,2382.4590044,2286.21014228,2287.27881699
594,2286.384728,2305.35424749,2378.48552719,2368.12377926,2366.82752809,2368.73412826,2374.3544581,2371.89978577,2202.17658846,2204.32630806
595,856.637469,844.196214233,1016.34844587,1022.3640073,1001.03165929,1014.09620059,1014.41662979,1014.83933153,1127.41570937,1128.28432644
596,761.522886,830.760057274,813.759132906,796.267678136,805.692693573,800.730203132,804.979993579,792.982972601,665.594837596,663.086368577
597,974.0,977.484064648,1067.63434944,1080.74532114,1066.25724543,1087.91526399,1071.68296712,1083.93827357,1114.80597054,1115.92618994
598,387.388583,306.055175326,334.430443481,346.225348312,328.714728951,350.355956938,334.219599868,345.833826924,370.604351677,371.405432048
599,957.139947,732.249594657,823.479183054,834.252363179,817.297090513,840.347543633,825.176192434,833.004831835,901.371173525,901.014120441
600,313.77415,257.240445681,284.314133473,295.756207301,278.794498777,298.920318675,283.74272564,295.259290133,320.502509503,321.243086065
601,2036.134779,2191.52210738,2703.7834855,2662.48195304,2720.73254181,2632.39416288,2701.78374556,2640.74467426,2944.70196634,2942.83119387
602,868.391591,798.053307251,971.53272315,960.226728009,980.054444109,951.111335635,972.159825652,953.834282201,1051.70948686,1051.81726627
603,102.194678,114.331961353,129.685807094,129.161084691,130.536894102,129.034834491,130.093434565,129.637642171,140.601774421,139.239952208
604,1657.388198,970.328475257,1281.52866883,1254.13135599,1277.95153317,1233.23803975,1274.72553993,1245.32534518,1379.12131234,1379.22616372
605,958.27831,644.309169517,1098.80355257,1075.61492156,1100.51684697,1083.77616283,1093.45812287,1085.22582089,1057.39131184,1057.26755602
606,230.0,249.529422036,270.811840743,281.808620256,267.156927497,285.608718904,270.358714999,281.631247057,301.224047775,301.998608793
607,783.534984,781.052810945,789.987826469,778.115830977,785.035794894,777.239352797,785.219253331,776.53050598,693.828301688,692.81650484
608,436.347842,539.795211936,552.990579371,546.193288021,549.304818746,543.698032677,549.969857959,545.264266918,493.901841744,492.677388992
609,142.379423,150.699988722,200.870131397,206.927511323,204.25534054,198.109679071,205.59855538,216.83970124,186.477820001,185.848585497
610,223.935368,155.016665302,229.730048485,222.106633444,226.376114811,219.823392534,227.340337688,222.688888149,241.020532759,240.954986722
611,1588.651525,1497.55802674,1679.08479073,1688.46734954,1686.72750762,1701.55808863,1686.13680572,1686.06874463,1813.69764882,1812.48851823
612,1079.94339,732.348830226,902.218973307,907.965817631,881.911457032,898.736358296,898.90847473,901.726564419,1004.49173928,1005.2755369
613,758.747219,653.151168346,797.574034786,788.02440509,804.103682756,780.265332425,797.944547369,783.057884299,863.437861942,863.488406698
614,1066.022885,1018.18395221,1165.74352047,1163.11594987,1183.74040535,1165.82611827,1171.90620389,1162.96436409,1233.29856499,1233.58190909
615,309.321957,276.097427303,347.136238673,361.99237145,329.042735064,362.968359418,345.962417785,362.515673399,400.420579008,401.046789656
616,1759.408595,1617.02512245,1786.77286598,1788.1940853,1810.55374348,1794.42655382,1797.31713702,1796.02045783,1831.6061785,1832.20022012
617,183.753316,186.197653602,248.827478248,242.360853263,247.03387539,237.2245469,247.195260985,241.098573182,269.961610716,269.88200918
618,1178.717682,672.342835571,1055.30922871,1027.64817734,1050.74732562,1032.07401754,1048.21595856,1034.26248599,1064.59724071,1063.54336321
619,469.334885,494.060776772,582.380276857,579.01172359,589.86406286,577.73872113,584.423151791,577.729025924,623.08965091,623.140126883
620,3064.13547,1508.59108401,2735.42108296,2702.90607491,2766.53790217,2730.45004635,2732.94044446,2722.1647826,2516.80574351,2516.69692292
621,161.143101,236.10490185,310.111689094,302.956959027,308.78075689,297.044670686,308.443152482,301.033304375,336.249398246,336.197121399
622,41.97723,41.4859204147,72.5276996688,67.3124847292,71.0049375739,66.3492649395,71.3401073181,68.8016059759,77.1761290774,77.0468230245
623,2082.601443,1607.38870541,2002.95191774,1990.32952236,1984.91761833,1967.37300406,1997.14664309,1974.48987821,2202.19068483,2202.11356268
624,2258.071525,1978.563556,2423.99604312,2410.86620097,2415.59790389,2383.75882451,2420.43900554,2390.80620097,2653.91543212,2655.12004645
625,1285.222453,1210.03492382,1260.76256443,1264.3044165,1252.93129142,1266.13157559,1260.25942007,1267.67868395,1204.26072507,1205.70076898
626,539.327223,473.388062526,483.148118555,487.183689472,476.31513854,487.351911775,480.695066041,485.762244991,461.837102751,461.478080219
627,256.166477,188.973624967,231.890748316,230.563442104,233.494423127,227.858739706,232.395898172,231.157376887,246.509565786,246.387245244
628,1477.724028,1529.96056234,1635.58315743,1647.10155573,1637.14479595,1654.87068324,1641.27789122,1654.81807279,1642.48619538,1643.98943629
629,1807.253282,1301.8905072,1498.89212863,1494.34814879,1521.89742958,1496.94396796,1506.36372645,1492.87339672,1591.70669342,1592.05839426
630,1249.680281,920.467943864,1050.17629554,1061.05533641,1045.92679662,1064.75418905,1052.58641075,1059.20480702,1138.16277066,1139.07052016
631,229.551068,229.88373326,265.4946891,264.688440953,267.530003523,263.768107776,266.4577369,265.787895437,282.592936443,281.20967905
632,854.112885,1172.3050201,1210.07885367,1199.75854418,1206.8902062,1196.62022615,1206.79647042,1200.21178655,1116.72799549,1114.44369901
633,160.334506,159.321197666,167.790405968,174.443343523,170.997399243,178.473943277,166.873262897,174.464118202,191.231444879,190.676192172
634,1073.104206,952.335237939,995.630262027,1003.6589146,989.889913714,1008.44463785,996.497796654,1006.79424003,985.653526414,985.576235975
635,1850.530444,1676.91770772,1908.05523833,1917.50015939,1918.10752266,1925.35514156,1915.40173019,1913.13380195,2052.21719141,2053.52589339
636,384.990029,417.353828132,473.081722644,473.056892774,478.726367258,472.914171125,475.546070967,474.931780798,490.058328827,490.111463657
637,878.430636,653.514290594,758.273491758,757.106907249,766.683026706,754.763492809,761.669155665,759.465329256,794.048349264,794.004872375
638,1003.693122,836.379362381,885.491435125,894.353594499,879.428528249,896.85738555,886.363778574,897.702673634,877.221731248,878.36337964
639,732.719031,573.009269415,629.427402178,641.782321496,623.754523492,646.785256267,630.771463685,642.666022102,672.09075583,672.997323096
640,1008.00832,594.652477584,718.995928589,711.545084474,726.024569011,706.060386321,719.945767232,707.542833444,776.92934893,776.9897967
641,1099.755832,830.791562485,912.726421383,924.717668289,909.161640634,932.012270665,915.617489164,926.436968043,972.009223687,971.711343689
642,1199.474559,1118.76302112,1241.92780876,1255.05291917,1243.6302647,1263.94899176,1247.07174447,1255.77659754,1320.94514382,1322.1094261
643,1936.231181,2128.9252444,2316.14959178,2330.52250639,2332.32818486,2347.76992607,2328.33436837,2338.4469724,2399.86379421,2400.32027301
644,255.035925,113.899759054,113.219150439,112.45880996,118.222955584,111.574328636,119.612155253,111.422266644,61.9077219306,62.8518101072
645,84.169887,57.9281292317,112.223229559,106.569432641,110.937288498,108.210270282,111.127016341,109.215451607,107.296695805,107.190106168
646,1531.062577,1374.75010642,1507.89789965,1521.77845363,1512.9985168,1532.29163561,1514.94234023,1525.73813984,1576.25996958,1577.58179585
647,690.215953,940.710399766,1018.46753258,1030.38138296,1017.37046074,1042.07915448,1022.48790208,1032.08946654,1086.2851506,1084.86523637
648,160.620776,147.380317895,165.647167856,165.425931473,165.090341539,162.477800455,165.664669103,166.283411994,157.803792674,157.744965018
649,1376.763427,1348.33193508,1424.44065674,1432.80434139,1421.17064329,1437.62554086,1427.22175234,1438.91040971,1401.40554239,1402.86528713
650,596.100763,644.454547937,663.91255972,669.364078548,656.243315844,671.107498859,662.356482832,669.581822658,643.89199109,643.640220148
651,296.100763,329.265876272,305.819841374,302.235993181,304.042410558,306.481973976,303.924741509,298.693680989,212.255744167,211.830572322
652,1742.956149,1373.98098089,1610.29900384,1598.8070483,1632.87933932,1597.68274065,1616.02750585,1591.78301572,1736.87935412,1736.03629066
653,1989.07297,1537.05765606,1724.65846862,1724.36954217,1751.14666048,1731.24777094,1735.08021391,1728.27549926,1799.31895612,1799.8574239
654,1734.749187,1154.92574534,1331.06704086,1326.25015501,1352.46203492,1328.77650801,1337.6044078,1323.10295106,1419.10070174,1419.49495214
655,1204.93543,1144.8171675,1174.9030868,1171.15708749,1162.34882146,1169.81483549,1170.56899358,1170.69025512,1075.287664,1076.73483092
656,825.498395,700.538012723,725.830326007,734.250245588,719.720491495,739.829630834,725.920161744,735.703185897,734.041401322,732.482276285
657,117.576333,75.301082811,96.1392658366,94.7423492719,96.4119706433,93.2398538475,96.0368630086,94.6200814111,104.022137138,103.964104161
658,415.322936,373.579672632,581.786817038,566.34708785,577.813664113,566.029161421,577.15449486,569.496458663,589.167574085,589.111219016
659,631.0,651.090048192,704.59786288,704.547531929,710.642751589,705.961853755,707.594035777,708.143636856,709.328702825,708.207452311
660,734.530653,688.992109651,762.529743934,763.120612967,772.173114468,765.166721703,766.888162683,766.632607825,780.44409349,780.672524889
661,258.603349,253.790937745,292.166784425,292.017620373,295.186436512,291.002830858,293.514116435,293.2484248,303.417740885,303.402628362
662,1343.389096,1401.14662298,1552.81356642,1565.13905088,1559.51331588,1577.86335299,1559.98741434,1565.75113243,1655.42982669,1655.472412
663,775.747692,595.311534736,677.278713048,689.054320906,668.558062761,691.835406074,677.835685672,686.687715739,746.181443969,747.035091692
664,1904.0,1453.39717391,1723.26169518,1709.95269635,1745.58406206,1703.18788349,1728.07771034,1700.83812344,1856.51437447,1856.88625274
665,499.240435,340.038556555,390.401470215,402.345327225,379.216916091,403.187446663,389.47486749,400.704006585,442.941959527,443.658952561
666,1521.410277,1313.38282756,1497.58723868,1494.69264224,1521.44978323,1499.26724048,1505.84282327,1494.53295875,1582.96334112,1583.38347925
667,660.4244,633.0330085,656.059580313,662.9239928,649.066299885,665.433657901,655.166025536,663.807904387,646.102619582,645.83450676
668,803.094253,574.560241013,584.999239874,573.774143726,579.844453345,573.463744213,580.798697654,573.928809615,489.193746139,489.396713146
669,411.224238,360.058295519,418.463011365,412.915559747,423.58399239,415.398267883,419.869807139,411.471372902,463.57875915,461.183681566
670,868.536691,740.515563026,897.127075353,900.82898242,877.916306916,897.413235902,894.75305304,894.901144196,1011.80282915,1010.3648514
671,926.072134,630.711039303,704.301757278,704.681079243,713.075881802,705.822860751,708.22502508,707.751644607,724.383103438,724.545462214
672,809.438126,672.694745838,732.205190115,731.877810674,740.280696653,735.598051327,735.922737607,735.021310999,756.94398052,754.515954185
673,1697.250899,459.142321569,1633.15414364,1643.10374447,1611.7720322,1618.06638708,1624.85224517,1626.6849058,935.824463829,935.581867451
674,380.884847,276.720866,307.367044468,307.337963423,308.285043759,304.808306369,308.141375973,309.18843107,301.929615672,301.92070882
675,698.566311,968.509930533,989.741003554,992.028940379,979.903943777,993.98530097,987.047000863,991.585647278,943.834055773,942.407751089
676,602.978276,519.894012681,563.333715495,575.43554967,558.007298575,580.662228431,564.43907141,576.557977825,597.159055389,598.093354772
677,254.0,214.101998995,230.490458362,228.769683261,229.14023016,225.91965915,229.91339272,229.386247171,210.058276937,210.05275253
678,1713.794576,1566.05748894,1807.62563802,1801.0860092,1835.84631714,1803.9006904,1816.34433684,1797.5648687,1925.62526357,1926.09678675
679,1164.979268,1049.20346175,1202.5338634,1199.94252492,1220.49402598,1202.16101846,1208.79990075,1200.34218492,1270.49125969,1270.74297427
680,289.488769,272.046670378,302.238012434,301.972774729,302.311389731,298.52615464,302.657873863,303.667049901,292.577451378,292.542148307
681,80.853955,87.7167827623,78.7728631729,91.8941475655,87.628026181,88.2160649109,94.6154625115,91.5720913761,22.9820192843,23.9952532451
682,343.571699,306.252139428,336.922631679,347.955271514,328.778405662,352.958871993,336.512061993,346.97777651,387.376332344,386.922921177
683,129.865403,110.174608808,124.520381492,137.312176094,126.855881705,140.463476744,125.646316201,138.466232047,156.79853973,157.407048022
684,481.665876,605.261134445,641.382581424,651.771350496,636.175498174,656.028655389,642.266950151,654.048595422,651.75222766,652.799584913
685,350.148637,404.965646785,399.042571974,399.771585805,392.234529886,398.68208656,394.815858433,394.833222832,367.433014681,365.638914478
686,342.350245,249.967673352,292.426249729,291.828008761,295.492064988,290.544284904,293.641341335,292.71246813,306.947762009,306.910121978
687,1299.110974,1355.02813021,1424.62742904,1431.38124044,1420.06973073,1435.42355079,1426.48939004,1436.97216156,1388.10075194,1389.58975499
688,381.157185,286.14336079,325.367831674,325.174726077,329.628327368,325.400483975,327.099650093,326.136910502,339.330399914,339.37716686
689,1508.626866,1884.32690303,2087.25149517,2101.09932251,2101.81156812,2114.89955519,2097.94175668,2104.60330519,2194.60378345,2196.12308988
690,555.634181,508.711830432,534.907153889,530.186577506,533.002298818,526.998800067,533.659178045,531.293648862,487.441718859,487.599286722
691,1362.507733,813.607571644,963.102911178,969.124212182,949.649133724,965.649505811,962.127952747,962.613336018,1074.70743404,1074.40269521
692,402.762354,278.183017526,328.927569025,326.728929096,333.143765263,325.809116638,329.975078886,325.606850063,353.037930392,353.079806626
693,1292.36056,979.743171702,1151.99939755,1144.73002156,1167.99018552,1142.51812152,1156.03184048,1140.05267986,1236.92539004,1237.16920569
694,98.566311,167.096458803,159.612325911,160.26281973,162.662150351,160.345168128,156.821903223,155.998671928,154.746767874,152.837296209
695,525.945414,543.142478373,563.536343099,568.540039906,556.46251546,568.718175732,561.915722978,568.778803482,538.529308129,539.5807326
696,2189.008356,2310.15903744,2382.62631928,2376.76008711,2373.80791512,2380.40849137,2380.19606802,2380.89618711,2246.09900184,2245.47522191
697,367.632868,402.481123828,470.059401956,482.244386948,455.879578776,481.205929397,468.881947022,479.426696514,533.256598344,534.012812466
698,1009.606425,872.767015778,887.040664137,882.532210628,874.540032152,881.079764933,881.999822024,880.130156117,794.313262124,795.638487308
699,1538.91973,1576.81550638,1664.5964815,1672.29375309,1662.45256601,1677.63939471,1667.97396591,1679.54140007,1631.74956216,1633.34206132
700,467.633504,398.311980033,532.365088254,519.338276833,529.081125079,509.699477847,528.936738586,516.26585985,574.307922515,574.256938815
701,701.33748,748.804694508,810.2399447,810.041161954,818.933158449,814.177981926,814.270898313,813.673504701,831.427803138,829.048767817
702,815.045102,740.839261239,872.368198077,867.145852054,883.912380385,865.41172771,875.430449364,864.649529892,934.593310709,934.708343388
703,1417.307406,1836.28675796,1892.60091097,1874.68599525,1889.59106421,1872.79625361,1888.36929763,1877.08804492,1730.33855918,1729.93239826
704,2131.057816,1720.64091937,2034.91259178,2019.7532129,2062.24551522,2012.58053017,2040.95139533,2008.67468588,2191.9893727,2192.48974731
705,91.133228,114.55354793,117.941464395,122.818360477,123.746671561,127.571057763,117.262220681,122.839903574,139.069643334,138.527420831
706,2137.0,1836.43198056,1955.68636177,1952.28821153,1967.78153168,1954.28136721,1961.53668014,1962.54465772,1898.04082624,1898.89651913
707,402.219713,428.518614019,557.019771632,545.24050818,555.786577568,535.299939085,554.445795613,541.331788741,603.378294778,603.353068023
708,1769.319713,1863.2940806,2030.76255936,2044.91343568,2040.31789864,2055.90261298,2040.35709761,2053.21376795,2087.40409047,2088.93393799
709,824.487604,769.760116275,835.835987293,847.608802201,830.949582765,851.179695068,837.868132757,850.884289131,861.256418839,862.245444282
710,1924.944221,2074.77951359,2151.91926014,2148.62517715,2144.48496405,2151.71199483,2150.96840068,2154.27217709,2027.74529201,2029.75366043
711,181.279006,183.539166281,204.228431358,202.756161686,206.192790365,204.39402334,205.042467394,203.2880337,225.907323413,223.274992878
712,446.531735,649.120981928,757.006879735,767.635741941,745.018218989,765.872315072,756.594434869,762.61967441,842.390352002,843.273213581
713,212.365942,129.421021249,220.3858783,211.764264577,217.420078851,212.77924539,218.079039734,214.812971583,219.272529819,219.153724931
714,161.855118,110.480867104,87.768024568,124.644174837,108.022511576,118.192933965,112.806049123,126.259471658,15.8921690465,16.9307423331
715,562.010549,558.306974646,734.10478555,715.893555366,731.083594865,705.91802946,730.225479835,711.485405525,797.971368352,796.856856068
716,1705.513433,1347.77110535,1479.37463694,1480.66179536,1497.42294795,1485.23248792,1487.71683345,1488.05778349,1503.51408234,1504.02622871
717,971.97874,752.128244729,802.277502071,800.094944195,805.211047747,798.822013474,803.788559445,804.002074813,770.182772951,770.470628695
718,2313.971548,2420.44863656,2574.55777488,2584.07584787,2581.98809256,2593.86219265,2583.12034627,2596.81934511,2547.49520795,2549.50282419
719,168.10878,110.86866146,118.956618173,124.498665316,124.870189374,127.347390126,118.338239385,124.551045596,132.815889069,133.533329151
720,2183.174861,1200.25180322,2072.51314607,2038.80639864,2085.70900116,2055.99455888,2066.11903574,2054.48863244,1966.28458943,1966.21755088
721,577.463721,603.941838623,698.090686812,696.166293525,707.780181709,696.359073604,701.413064291,696.450814578,738.611949312,738.699876815
722,1722.485638,1197.44160441,1301.55475155,1302.10862743,1314.10354977,1304.29022856,1307.75849502,1309.45056515,1300.72290711,1301.17871329
723,349.577929,308.305498499,331.32563139,329.589664511,330.543116038,326.69544502,331.062839817,330.773616819,309.250056469,309.289517127
724,1469.530234,1179.72283655,1569.00502964,1534.75096087,1563.67195977,1509.78259539,1560.16585027,1524.56825061,1685.29974443,1685.42831945
725,226.807723,243.888323143,270.587711017,269.931805104,269.724629896,265.807115698,270.543555101,271.209400754,256.273386164,256.213628627
726,3223.138476,2299.46048013,2671.22561761,2658.5517647,2712.47436308,2659.74321145,2682.88638794,2649.55564851,2858.50372367,2859.2465212
727,313.693893,265.581549458,304.068798817,304.343677785,305.803057908,301.615053022,305.187430311,306.267248356,308.022976783,307.962579759
728,617.498277,564.811583864,636.127962391,636.27825218,643.849816889,636.59157729,639.544011106,638.921911863,656.90682296,657.009624696
729,99.382358,148.069974573,155.352099847,158.630172508,160.584311337,159.282646433,154.04706005,157.86954655,153.476404081,154.288012941
