,actual,baseline,identity,logistic,tanh,relu
625,1285.222453,1210.03492382,1227.19793112,1343.31689055,1218.8979479,1224.86195916
626,539.327223,473.388062526,472.072312307,516.014133062,468.76460959,473.600209777
627,256.166477,188.973624967,239.356599407,247.508912614,235.258913144,218.199232068
628,1477.724028,1529.96056234,1661.59214824,1805.95101956,1651.94516904,1598.612051
629,1807.253282,1301.8905072,1591.49318411,1703.88094935,1580.34270213,1448.91127012
630,1249.680281,920.467943864,1141.1877211,1218.52272309,1133.11519427,1032.68353725
631,229.551068,229.88373326,274.662394572,286.943525207,270.603416211,253.931890269
632,854.112885,1172.3050201,1130.74021839,1237.1873328,1119.20761729,1158.5481123
633,160.334506,159.321197666,192.288588225,203.086783242,190.778914767,174.63832599
634,1073.104206,952.335237939,1000.55217331,1091.41517091,994.8655163,976.521062424
635,1850.530444,1676.91770772,2063.43963161,2215.47779141,2051.700937,1869.45260918
636,384.990029,417.353828132,487.333358062,520.113982453,482.751375263,455.123471273
637,878.430636,653.514290594,784.610526316,830.234903184,775.745132094,725.485502673
638,1003.693122,836.379362381,889.492853665,966.444906283,883.578192777,866.641473655
639,732.719031,573.009269415,677.64579323,727.780890069,673.488350535,626.087092375
640,1008.00832,594.652477584,774.248833907,821.651724294,767.648364929,686.460189643
641,1099.755832,830.791562485,975.732545945,1047.58518442,969.429929879,902.314291208
642,1199.474559,1118.76302112,1330.91529601,1433.45738821,1323.71850055,1224.17945539
643,1936.231181,2128.9252444,2419.53432963,2620.71874118,2407.17313691,2270.18315483
644,255.035925,113.899759054,75.4220955383,84.3830492771,72.5316183854,98.154036997
645,84.169887,57.9281292317,105.248007133,105.089932379,102.350109836,112.349391312
646,1531.062577,1374.75010642,1589.0305439,1716.38506434,1580.41090999,1481.59819917
647,690.215953,940.710399766,1093.45791343,1180.36429062,1088.12963493,1011.31802057
648,160.620776,147.380317895,154.647846917,162.255105424,151.478129722,155.425844787
649,1376.763427,1348.33193508,1421.82382752,1550.01521224,1413.11246126,1389.26071719
650,596.100763,644.454547937,656.162698716,717.075308465,652.01398337,651.089331896
651,296.100763,329.265876272,236.008445214,269.229387817,231.078814675,284.821451383
652,1742.956149,1373.98098089,1737.02958254,1856.54187174,1725.39865413,1554.14600769
653,1989.07297,1537.05765606,1803.19137451,1940.47229518,1791.46366563,1671.91494387
654,1734.749187,1154.92574534,1422.69370946,1526.53107865,1413.98952874,1288.9457734
655,1204.93543,1144.8171675,1102.61730381,1212.90562067,1093.52139844,1132.89122365
656,825.498395,700.538012723,743.451012891,809.552841151,739.608474057,718.336628745
657,117.576333,75.301082811,100.926463483,103.832607664,99.1629559855,89.6863920793
658,415.322936,373.579672632,594.547109724,622.025087325,586.789014619,588.578137362
659,631.0,651.090048192,709.401292937,765.633279485,703.6659348,681.401071379
660,734.530653,688.992109651,781.792748233,842.275724294,776.085057769,737.579171894
661,258.603349,253.790937745,299.832255804,317.553033683,296.373562602,279.569781383
662,1343.389096,1401.14662298,1666.24451856,1795.8187491,1657.67128643,1529.80950798
663,775.747692,595.311534736,751.376239103,802.887939261,746.682861706,673.604466731
664,1904.0,1453.39717391,1858.20230564,1984.16514773,1845.35614543,1657.00049951
665,499.240435,340.038556555,446.253850752,473.35771642,442.928934478,393.827808881
666,1521.410277,1313.38282756,1585.08853219,1701.23823221,1574.7238912,1450.52385118
667,660.4244,633.0330085,656.920359117,716.180224057,652.903256553,645.277795423
668,803.094253,574.560241013,501.992603699,551.1770976,493.129855144,549.211402083
669,411.224238,360.058295519,458.434788185,486.489441684,454.764440249,405.669783027
670,868.536691,740.515563026,1018.9072364,1083.78415492,1012.25213375,873.164771894
671,926.072134,630.711039303,723.659189043,776.916887998,717.825859834,679.96034836
672,809.438126,672.694745838,753.993269391,811.146737957,748.228071188,711.333083791
673,1697.250899,459.142321569,1008.98766139,1039.60999657,976.979936434,1600.45482049
674,380.884847,276.720866,299.093307169,318.346337832,294.995304029,292.620166075
675,698.566311,968.509930533,961.958491047,1055.35701692,955.675549776,965.195901621
676,602.978276,519.894012681,604.240284657,651.379773125,601.004608473,562.193117512
677,254.0,214.101998995,209.54960779,224.232105797,205.77438814,216.910285303
678,1713.794576,1566.05748894,1927.76295955,2065.51635141,1915.06135758,1748.37739954
679,1164.979268,1049.20346175,1268.71432292,1357.52336145,1259.22999929,1161.60108495
680,289.488769,272.046670378,289.098978225,306.68950792,284.531447005,286.339533179
681,80.853955,87.7167827623,41.203661284,49.2641429862,38.0225687673,67.5226485402
682,343.571699,306.252139428,390.29588653,415.862873318,388.023674795,345.938027143
683,129.865403,110.174608808,160.147022739,167.358010314,158.6267304,135.475485456
684,481.665876,605.261134445,662.152229127,719.086737169,658.664528185,634.631414112
685,350.148637,404.965646785,378.279614581,416.885530534,375.523061138,389.652074092
686,342.350245,249.967673352,302.486580559,318.972006879,298.803350226,279.102648779
687,1299.110974,1355.02813021,1410.2997748,1539.87723275,1401.47882521,1387.62615402
688,381.157185,286.14336079,337.871943818,360.904344549,334.917266501,313.483238612
689,1508.626866,1884.32690303,2209.70220731,2384.16677718,2197.74093681,2046.03745127
690,555.634181,508.711830432,492.501609026,535.46493277,486.185188097,508.146487955
691,1362.507733,813.607571644,1080.5333308,1150.97472061,1073.4784112,944.085149596
692,402.762354,278.183017526,351.92331854,374.557920133,349.067404625,315.960603377
693,1292.36056,979.743171702,1237.09587114,1321.38916431,1228.3963822,1109.72766893
694,98.566311,167.096458803,159.892291577,175.437753756,159.395657017,159.178858793
695,525.945414,543.142478373,550.760263609,601.411255983,546.851840912,550.695857968
696,2189.008356,2310.15903744,2288.74535507,2514.31703968,2273.02485498,2306.26194001
697,367.632868,402.481123828,539.051531796,573.636729363,535.562225857,470.356068772
698,1009.606425,872.767015778,819.263686726,904.162399211,812.126532393,853.742692911
699,1538.91973,1576.81550638,1655.6124557,1806.14218093,1645.41726817,1621.18667511
700,467.633504,398.311980033,572.394133341,600.827083054,566.042705882,495.13994162
701,701.33748,748.804694508,830.213559756,895.581437567,824.212195973,787.362932971
702,815.045102,740.839261239,931.574476952,991.917833593,924.027747864,838.672268721
703,1417.307406,1836.28675796,1762.8194744,1938.07130935,1746.85527003,1812.43252593
704,2131.057816,1720.64091937,2196.47785588,2348.42154986,2182.12034428,1958.842709
705,91.133228,114.55354793,140.871379562,148.719091745,140.00933654,125.909065653
706,2137.0,1836.43198056,1916.52615992,2087.05256211,1902.22968387,1885.90219249
707,402.219713,428.518614019,601.355869407,633.071295519,595.17553928,516.636449046
708,1769.319713,1863.2940806,2102.93525304,2274.21181454,2090.37936712,1985.16952971
709,824.487604,769.760116275,867.391827689,934.038187151,861.215285608,821.752468838
710,1924.944221,2074.77951359,2068.99095846,2272.27580608,2054.98863751,2082.17777956
711,181.279006,183.539166281,218.337176395,228.714396283,215.548870994,198.631484528
712,446.531735,649.120981928,850.672964453,909.188573825,845.819308214,748.691363309
713,212.365942,129.421021249,217.905734516,222.913129387,213.585963205,221.15169918
714,161.855118,110.480867104,41.5753354825,51.2581529607,35.8391279741,81.5675958215
715,562.010549,558.306974646,796.719683694,839.605210357,788.945076652,684.70282574
716,1705.513433,1347.77110535,1509.06540453,1630.18431462,1498.62527205,1432.15396204
717,971.97874,752.128244729,775.955737372,842.685114422,768.897816974,770.385282395
718,2313.971548,2420.44863656,2578.95471976,2809.75423072,2563.499177,2505.2455462
719,168.10878,110.86866146,136.367801474,144.296625244,135.439468338,124.320467362
720,2183.174861,1200.25180322,2007.12284505,2102.95415778,1979.24602914,2121.89625347
721,577.463721,603.941838623,735.286299602,783.764446664,729.021338407,672.249277689
722,1722.485638,1197.44160441,1306.5607242,1413.68550357,1296.77128221,1257.27582858
723,349.577929,308.305498499,309.436028854,332.930225166,305.036897586,314.343288194
724,1469.530234,1179.72283655,1692.85084152,1790.43897983,1677.66627231,1473.37320734
725,226.807723,243.888323143,252.622638991,266.963837669,247.892924158,254.690060159
726,3223.138476,2299.46048013,2864.87227927,3070.17735288,2846.92963892,2582.63575867
727,313.693893,265.581549458,302.71371489,318.945539581,298.27486687,289.01276139
728,617.498277,564.811583864,654.494738546,700.253797862,648.703636872,612.891921622
729,99.382358,148.069974573,158.981489554,171.29488807,157.98492884,154.945720519
730,529.222185,469.658783613,565.851128868,606.602021739,562.429019999,518.23333821
731,1741.60133,1680.3477276,1778.30399704,1933.69145232,1766.49568669,1730.91881326
732,890.45677,809.612927055,1017.51355476,1089.33168549,1011.50029623,913.388138315
733,55.060221,44.5368277851,73.775012098,66.7197944542,70.009076665,64.4132234085
734,502.584792,512.284613744,672.554885631,715.080129089,667.282404178,593.328010758
735,277.27621,318.436085572,390.782342974,413.80410372,386.70709432,357.130167891
736,197.665748,203.832645637,334.898700635,347.775842877,329.677678045,340.141020278
737,1296.211109,1315.05549259,1146.78263784,1273.17169691,1131.76295611,1244.79183322
738,893.608978,469.282063303,375.632913718,410.014490022,365.172287795,429.62932754
739,984.055539,737.368022186,1008.27596314,1064.89893532,998.749982131,875.237240699
740,2407.573645,2552.95728099,2679.12134342,2924.84823666,2663.4213535,2617.01389424
741,340.642477,329.122527151,507.18724612,533.391596335,501.958083439,479.560988824
742,284.770049,302.262318123,270.964583437,298.107733537,267.637215081,291.349531688
743,1816.942154,1117.44847083,1427.86917963,1523.75211969,1417.72104882,1274.00298186
744,380.842551,378.691079187,395.630710915,425.439601018,390.912916511,392.361207129
745,1538.068336,1320.18476463,1675.31476955,1790.76474342,1664.27101869,1495.99416261
746,2245.239224,1768.48119946,2148.80616855,2303.25550503,2134.23239566,1961.04944601
747,251.794235,258.916100595,296.4480573,318.746751958,294.72071036,278.509644207
748,1132.485891,1145.85329901,1251.66377706,1360.05549588,1245.23964907,1194.62580603
749,168.733972,176.803310284,206.750469161,216.933337094,203.648146893,195.038242596
750,905.943834,976.24133394,1105.02767599,1194.40220647,1098.85036254,1038.88108583
751,465.045385,348.27809191,375.821253468,406.033386287,373.16325663,364.402013047
752,518.324908,451.092919109,600.527840623,636.837942629,595.444181938,526.930854635
753,223.991309,227.287225651,303.201710685,317.609641448,299.918457493,262.343185291
754,1777.801767,1494.14188913,2175.28511471,2300.07983211,2155.47164888,1932.55963923
755,591.798239,559.198390732,611.828203289,661.541246545,607.970941236,585.095449166
756,801.947959,881.424740638,1122.71640459,1196.70483121,1114.26788384,1003.87998165
757,1465.106965,1526.484655,1873.70386573,2010.26318197,1862.45673424,1695.3173483
758,39.194545,44.9479371032,59.2325059691,62.1967327304,59.0420215172,52.2247187965
759,572.193949,642.511945126,658.512137373,718.78529436,654.047267677,654.27345397
760,264.09732,179.165537275,231.308639779,239.115278006,227.435433664,208.81100061
761,699.853793,689.661302614,670.802223548,736.032320465,665.313968854,686.133507083
762,784.050841,971.327383591,1136.51753036,1225.57083115,1130.33315529,1053.76164352
763,262.868182,330.057199801,303.166929687,330.619920852,298.675272742,319.51296655
764,720.743617,644.62145112,833.659778894,888.641639441,828.100457543,739.481625108
765,716.69836,712.167721518,882.168534135,945.91072363,877.19909608,796.892525481
766,623.325807,644.114361463,749.396382973,807.800107239,745.493129059,694.228841377
767,454.600718,409.419226908,569.328004381,599.064352531,563.563233981,488.751044022
768,637.131711,527.851222494,593.730601205,636.191365388,588.57296422,559.217113386
769,216.670887,191.599688334,144.858351105,161.429640708,141.419198034,172.753517087
770,2601.00521,2588.38604561,2775.46809967,3017.76892876,2757.68647449,2689.55221477
771,126.112627,171.259044322,213.810732363,227.086398885,212.386262998,193.096473061
772,941.041174,722.3694526,804.463041442,864.835318921,797.38004604,768.184787919
773,123.524693,134.167729363,171.697070114,182.748181914,170.84280106,152.876723042
774,2017.0,2105.87190319,2104.88717205,2309.17631702,2090.08956923,2116.76879533
775,912.418216,764.770484884,931.758064934,999.057239227,926.116489853,848.643587562
776,555.515232,597.784895675,622.052899724,673.179479114,615.913470817,615.792050935
777,1388.382708,1467.55254976,1230.52440346,1380.05719468,1215.02729039,1365.47629276
778,896.308484,890.811338267,760.006936151,848.165867433,750.760315759,833.149469849
779,559.970099,383.536346844,512.980823371,540.043210596,507.544069822,450.80013157
780,962.377438,926.712529313,946.249263023,1034.76930918,940.018466518,941.128748736
781,2740.891543,2051.38140667,2339.48737658,2525.01469457,2324.75113296,2192.67565736
782,2164.13547,895.723988615,1863.01613863,1926.71958182,1812.58812289,2781.27530539
783,419.619249,342.623178798,247.964962789,276.299116093,239.469879389,304.368907788
784,211.428047,181.305494872,219.995214396,230.904791908,217.454439345,197.775881817
785,1910.025021,1528.46689205,1891.44676683,2025.68845128,1879.36477671,1706.06114935
786,588.0,732.535015045,550.922038976,627.14719712,541.559824778,645.142990509
787,89.211094,107.962448429,98.5728606562,107.563255443,98.1625096816,99.097243042
788,741.426847,673.5704911,729.380257482,789.114166885,723.632089526,704.998165823
789,1631.665138,1417.17796866,1723.10171803,1851.64170438,1713.36546949,1569.6605821
790,285.250188,275.366809176,305.235846897,327.250588406,302.745426831,292.786090198
791,931.830758,984.95249803,1129.31017495,1218.04282686,1122.46722541,1058.26251619
792,732.021919,518.610957303,556.919523889,601.534223552,551.979215435,541.577528651
793,2077.03655,2058.51634625,2556.07225283,2743.29433513,2541.58450283,2305.97398137
794,209.332106,209.557890538,254.538402338,268.73103534,251.565980744,234.228349006
795,1136.162774,902.891806933,1008.22229315,1085.30720959,999.915594406,960.472541212
796,943.442894,767.507313604,859.859171429,930.94376065,855.124944397,814.497997908
797,792.971743,870.490154172,849.576308656,927.61511766,840.526262252,869.822489885
798,830.563542,296.205776198,362.950845328,386.004314723,360.390539586,328.211419182
799,585.721757,445.915699448,583.079962936,616.849141961,577.590334056,516.716899785
800,175.320687,191.621680403,171.005882095,183.397494178,166.72854556,187.136022907
801,396.237856,350.331682491,300.728678272,334.076827314,297.547899803,324.206994925
802,1698.082007,1542.48061134,2218.88744311,2353.38522722,2201.15808354,1943.27424645
803,4543.121545,2116.18428689,1853.69558344,2060.69375998,1831.28943254,2003.51206309
804,1089.488145,918.239890337,824.006223459,913.475330468,815.837502784,874.943843705
805,1441.0,1487.7668565,1677.07631269,1812.76394711,1666.8082735,1584.75119594
806,1334.763996,1308.96975322,1258.43796793,1384.22364116,1247.78248497,1294.50628132
807,584.770049,565.60497273,575.650180461,627.610010256,571.338209556,574.872385386
808,671.035901,585.174341104,705.216674923,752.983425407,699.394532322,647.556096209
809,1821.568862,1692.07527595,1716.8599314,1878.36815013,1704.75445635,1713.6558207
810,621.601206,464.83251137,672.22920898,706.884250268,665.434002815,575.822702153
811,254.500346,324.076354949,455.187074238,482.420751802,451.849960164,389.079091512
812,464.114748,509.118007531,534.925395547,576.612078923,529.17895386,527.834312422
813,1170.270495,896.223466485,1122.92037189,1199.22369847,1114.79092065,1011.2258183
814,460.249094,268.923060019,360.434094887,382.65721504,358.011622443,314.649820579
815,1691.620835,1226.14388477,1701.82869252,1803.79148609,1687.61960536,1464.16981185
816,1311.165007,1286.37537729,1908.30446426,2015.46688749,1890.05551525,1742.68508258
817,312.91063,248.362430006,330.33133416,350.536397181,328.084954467,289.479014921
818,1643.869085,1699.81405826,1642.19399838,1805.95937915,1628.55148186,1684.29468292
819,671.77974,620.824644726,665.385643345,724.078638848,661.722055995,644.554731628
820,1955.90728,2002.62761656,2071.81028647,2263.5111378,2058.34688831,2045.21008046
821,118.163993,135.745351606,155.372966348,167.111445864,154.96854499,143.113120724
822,659.532008,641.368990492,707.428954835,756.43999983,699.833348756,678.759134268
823,1625.0,1656.20362656,1746.93104295,1904.95871872,1736.29598414,1706.31004455
824,1328.0,1167.63824564,1150.15987218,1261.9816815,1141.31509792,1167.15247877
825,923.7321,800.746782749,988.90473792,1055.14088311,981.575159137,891.960832877
826,3313.316162,1560.40358386,2964.25247011,3083.59014243,2903.25772704,3927.82763124
827,982.0,935.297450955,975.418208539,1064.04696571,969.269635221,959.175080903
828,434.548401,432.111992292,611.528927047,642.641320161,604.943031571,525.108140406
829,243.518053,174.241398408,137.152123851,150.824043283,133.851883096,160.415564245
830,1050.391035,265.242978605,344.595162238,358.179863942,339.452975483,309.171477276
831,509.969847,446.483148935,446.85974634,481.155486748,441.104613751,448.434915393
832,1510.0,1347.86035237,1782.05974358,1897.34827067,1768.9750707,1565.63850917
833,1476.425455,1527.79612341,1534.19841032,1681.76536911,1523.56166749,1539.23239435
834,1705.015825,1457.91055976,1624.67039304,1754.75679573,1613.01212419,1546.24297157
835,868.584303,749.863664145,802.302439834,870.071771501,796.177607438,779.776806872
836,621.857672,798.910258556,871.635837178,941.603929109,864.868871269,836.753960931
837,1295.0554,882.1330653,1425.37450048,1494.08013116,1406.99716136,1445.44678402
838,212.30127,244.761516202,318.478347906,334.589716215,314.779334847,283.889557136
839,906.12114,1003.09879947,1284.52096944,1365.90228475,1274.72874242,1143.935602
840,2582.587942,2479.90384015,2478.20017364,2719.7031988,2460.97431386,2491.91935484
841,630.770567,616.254827902,592.578906657,649.051985262,586.922615275,611.184472063
842,243.516304,89.1771810394,206.575488362,209.949144342,198.718560515,337.028226907
843,1449.99756,1206.34114526,1494.55580477,1599.90290155,1484.4964171,1351.78532484
844,818.227653,568.198406014,660.827524882,709.352336477,656.318753533,616.132877209
845,218.205445,159.350092441,186.850534469,196.088044134,184.077521461,175.971914868
846,717.663514,631.110449738,625.559129957,684.707338914,621.244415052,627.339948727
847,686.314636,474.029157443,661.097799997,700.554350987,656.012617723,567.08782675
848,468.0,363.598730771,392.086601694,425.145027149,389.7749336,379.373985205
849,1589.750774,1177.09783913,1406.74466921,1513.43537851,1398.77766174,1291.69283047
850,1180.154845,992.866883287,1074.29145541,1162.74468743,1065.93762927,1038.58709869
851,405.0,509.760987185,538.771364357,584.330163555,534.891383772,527.601712951
852,769.053273,520.076138205,681.217556828,721.591809478,675.085177816,602.793323912
853,616.975675,546.609147837,556.508971877,608.17644506,552.850279952,554.764074725
854,165.613323,197.91408782,126.312806803,145.951318516,122.15644717,166.048575434
855,1517.137094,1618.31169534,1677.41207932,1826.44060126,1664.19140064,1657.67102083
856,199.240435,126.060540961,203.671947906,211.119634847,200.893028845,195.714635443
857,629.765526,512.388185012,635.586261572,676.943903245,630.303374697,575.954320228
858,1962.469061,2162.03061894,2361.97154948,2565.39666041,2348.58447099,2259.96501044
859,2137.278225,933.998281938,1512.83678218,1582.86193596,1492.56039105,1532.96372575
860,2414.370129,1922.29911924,2061.86350531,2237.52907776,2046.86741013,2000.16963703
861,1844.393294,2019.49002957,2304.67929784,2492.3908076,2291.83306475,2162.12028568
862,1400.875039,1491.44452877,1586.37235359,1722.35109048,1574.94671062,1540.277589
863,703.759887,640.046813141,835.724998776,891.762114596,830.518842462,737.461933092
864,770.70476,904.330671394,1034.94052525,1119.76376899,1029.96831777,966.328725505
865,748.410599,688.582619925,844.771199387,906.73381718,840.126458997,766.351588315
866,504.187142,446.649864961,607.055334827,640.99696423,601.25298638,528.558075546
867,451.174136,280.273353704,335.425567688,352.55016603,330.864348929,312.050922674
868,411.036404,362.964792232,502.622112325,533.221403695,499.026401843,432.242904046
869,344.036507,348.563123036,271.678877654,301.301750328,264.569704945,318.258747011
870,939.921546,838.723339315,992.21916219,1064.23056702,984.945867979,917.625230749
871,1380.995053,1314.56216573,1355.95160928,1481.63611519,1347.18169081,1340.87814066
872,406.776374,447.528003594,469.625849584,510.451056787,466.50351101,461.223960976
873,707.0,656.197999528,668.886837604,730.203590846,664.161227816,666.759606994
874,1421.014746,1594.6662906,1767.84182257,1916.79419148,1757.66192331,1683.29368086
875,1459.970099,1133.3877111,1534.20777866,1628.31867384,1521.81946355,1334.80031599
876,926.175338,618.317666877,838.369176743,887.205444674,830.888092583,729.947582434
877,133.213186,124.146690997,161.34230406,171.768548409,161.000868619,137.425912357
878,812.246926,771.821451641,849.289096146,919.618902334,844.263677942,809.931315989
879,940.346405,970.616116496,1180.10551701,1267.40601926,1173.37965796,1075.20215642
880,640.642477,559.112265215,854.260302328,900.919176956,845.897245158,806.950896197
881,1095.400381,1098.21156788,1043.1602522,1143.90867039,1031.70402972,1083.28749737
882,2463.687013,2627.03966995,2900.39571121,3149.5147455,2884.34853503,2765.64300051
883,858.603349,752.431161779,915.576637298,980.694387212,909.193664135,835.260459842
884,73.423542,108.594777756,72.8861333032,78.6075308035,69.17773607,88.6983011885
885,58.481471,74.8397262693,78.8855287974,77.7990694216,75.5465122135,82.0339385018
886,533.794072,726.740076798,845.745218028,907.601865521,839.237418198,788.682140183
887,639.380853,638.152599294,799.426168713,856.038061658,794.81507681,718.596936142
888,262.820339,232.454334856,323.735604701,343.576742634,321.624690677,277.4483126
889,2080.687888,2031.93579302,2196.77541296,2389.12592308,2184.11326647,2115.40288437
890,1546.76493,1607.5091185,1877.62822926,2023.76511047,1866.65963238,1743.14512687
891,627.764965,535.470277603,631.434149361,675.336683054,626.149609086,585.854454617
892,979.429076,815.126977354,1447.02834251,1508.11333392,1422.23544384,1704.84171396
893,762.707614,623.160359236,787.390513169,842.071893198,782.668117889,705.23636682
894,504.989831,452.256846026,513.403539584,548.779904895,508.292947592,486.688119515
895,201.004262,154.67862193,189.616701397,201.450531458,188.350981748,172.796492557
896,1289.363516,1020.12979586,1313.48697035,1400.63731793,1304.00901694,1168.03293544
897,1278.569802,1270.18573997,1260.00233567,1382.55243628,1250.85333727,1272.98343239
898,2279.0,1833.19629941,2422.75241377,2581.99803887,2405.66164052,2127.86507902
899,689.008356,725.562297853,623.021135616,695.466157263,616.36904178,676.298539788
900,29.765526,36.3819024938,43.5360880446,39.6015378575,40.873095913,44.2136828421
901,385.604204,328.750474406,374.7770022,401.277692336,372.33652545,348.296050512
902,59.047523,120.094643308,78.4753281154,88.0441326841,75.4840195134,96.0879851562
903,3044.518217,1898.34025446,2535.66789227,2697.77713338,2516.75943072,2217.51958765
904,3056.050573,2680.41053086,2952.61449759,3205.87122268,2935.8706341,2819.33066204
905,299.764475,216.244479057,292.277540001,308.667766589,289.968118443,254.746064014
906,1134.749187,727.877447731,996.289636729,1055.65320037,987.827408883,862.928345171
907,164.114748,193.317787125,196.405527948,207.805219684,192.564608962,200.164468903
908,703.85134,529.153154224,713.070105185,754.108426888,706.532102212,622.911946469
909,220.421877,278.795114808,296.325407967,315.800860817,292.129568321,292.581134182
910,824.0,761.534091121,966.99940388,1030.21457705,959.519246473,866.17368814
911,837.68071,697.863875632,870.64332422,929.732109827,864.240750741,785.725820235
912,750.391035,253.175701057,388.501683266,401.220808504,382.326415787,354.488369093
913,1197.863962,887.316797483,1152.15077666,1230.27451682,1144.95353485,1019.23481844
914,987.549108,1014.19254694,1035.0069682,1130.24942171,1027.57864555,1030.71525133
915,65.790892,96.9777912188,81.8693730625,86.9308808713,79.3484801802,90.0101493784
916,357.699543,301.075965291,353.872987295,351.778716121,342.281773713,344.905700549
917,1160.303768,1133.39350973,1714.35428787,1806.79857854,1696.93803802,1593.10774722
918,2456.050573,2142.00084665,2438.64604352,2637.80880744,2424.97605903,2290.46784085
919,1028.003548,1127.9866577,1232.96692445,1333.48066946,1223.64420824,1185.56226185
920,769.750619,799.304381059,998.413685027,1067.64454777,992.038872572,899.462212318
921,2485.222453,2584.68054274,2648.78855374,2896.70717511,2630.93717579,2628.33484741
922,416.69836,395.237795279,533.474760431,567.268037295,529.934508036,463.927002467
923,604.108991,618.887746968,785.977366659,840.473092003,781.308837842,702.252712854
924,1552.801745,1125.34956248,1479.55132939,1572.82298144,1467.89906411,1304.46626315
925,431.665138,294.384025259,319.442392702,345.121223698,317.350131516,308.704247438
926,1332.700305,1157.01133655,1279.41261759,1381.60856697,1269.72835593,1223.21915431
927,116.937753,99.0858645279,148.572589347,150.493166508,145.449338571,127.301140214
928,1695.798252,1850.80437627,2123.3393454,2294.94156235,2111.53206099,1987.04973301
929,601.308639,675.615740115,709.593501967,768.366886032,703.106572779,698.215187169
930,398.566311,582.250023023,603.55392405,658.579192062,600.344017595,589.713795514
931,2848.88022,2420.57624342,2898.09369051,3118.81176282,2881.47694908,2653.78056994
932,984.685922,1075.06069048,950.080496939,1055.21768406,939.315526975,1018.5217536
933,3368.415001,2328.86885485,2785.91711369,2997.54203613,2769.28529133,2557.55435017
934,2490.613675,2561.03333352,2832.30854164,3075.14297723,2816.71567455,2698.32000698
935,1545.0,1375.51755595,1612.99341271,1735.09379838,1602.26541893,1496.22971692
936,1203.902973,1321.59574171,1860.78118108,1977.17707335,1847.05767252,1606.12156262
937,332.730507,438.234249693,200.855398323,246.399337638,184.031053998,328.963768494
938,2083.768606,1909.34885982,1813.43878355,2000.02501061,1798.0684947,1876.51989895
939,264.281448,279.353375519,331.067641819,350.289324429,327.176876956,308.351972494
940,873.025698,1014.17793975,1139.10540406,1229.49560812,1131.04233556,1079.69381537
941,1850.693442,1508.55837656,1745.51704115,1879.93470329,1733.83231028,1629.49050531
942,109.975796,114.67770914,139.6719056,148.211359727,138.800106051,127.78987278
943,1643.040548,1363.63937591,2130.32686873,2241.46057395,2106.35118379,2081.9591044
944,207.132504,244.878944805,347.902566788,367.225981323,345.057125191,297.047347105
945,652.413964,485.937619415,513.085332932,553.581985774,507.881614142,504.463271812
946,688.085505,334.417540532,494.218882108,514.32697226,487.513987694,433.138527741
947,1449.184776,1385.64529533,1693.54943212,1804.90925713,1679.20335439,1545.40468903
948,1993.251822,1718.42725765,1985.25891911,2136.94167423,1971.48984595,1855.37807709
949,1515.053575,1441.20598226,1703.67090073,1833.49192019,1693.03153053,1573.2869973
950,1189.643298,1060.4796593,1243.53303706,1334.31091867,1234.2283662,1155.11508189
951,1316.855711,923.400010716,1277.90325676,1352.11501192,1266.5798573,1101.84396257
952,1977.0,1588.92246675,1837.68085162,1976.45266908,1824.49897384,1717.22189268
953,390.005076,494.277655827,517.642092574,560.658295011,512.874884898,510.149924859
954,842.117653,888.285364043,1114.4557983,1194.08259664,1108.06744487,1000.89757539
955,699.117087,696.743676373,945.006436976,1004.86733287,938.392090174,820.183019302
956,169.76225,131.710191836,177.898899541,188.817230263,177.306935243,149.567296718
957,1945.239224,1525.54791824,1852.61641583,1985.13574156,1839.83274073,1691.46091722
958,438.025425,408.213895883,445.596748914,480.993095954,442.447934346,429.314330992
959,691.153334,750.534713136,859.844921028,923.296565597,852.91900078,808.517420806
960,961.238839,890.01967104,972.928760604,1056.25187696,967.408342349,933.140391164
961,329.654219,309.023932719,330.317951001,353.222551027,326.139808177,324.309828996
962,303.524586,381.966494637,512.791559562,545.95899012,509.578945577,446.793271786
963,541.802675,410.651621669,496.368618269,528.694944237,491.919503092,455.698045368
964,397.178316,387.366683401,365.028132098,396.001585339,359.288666642,383.527427315
965,1471.00919,1438.0973568,1762.14996792,1891.02547106,1751.22976406,1600.5738852
966,1287.95513,1210.77238887,1249.32031966,1363.78570621,1240.86576529,1235.997104
967,257.571188,280.942988754,350.871212727,367.734386837,346.22342015,319.617958598
968,1821.922288,2061.82356273,2133.08276879,2328.34228481,2118.50818452,2106.97107996
969,795.777862,492.458606189,633.935795097,671.598676568,628.084686403,565.656015556
970,1063.520336,1248.7038553,1126.80953135,1246.36630543,1114.155659,1196.04752049
971,1067.748581,918.357832066,1086.73877324,1167.66788616,1079.41200993,1003.91315046
972,358.481471,355.68269441,435.985944521,461.734685868,431.445053908,398.646938725
973,846.034294,859.833759479,835.221219079,912.805025077,826.344588569,857.123909234
974,558.558584,431.326133367,528.828430338,565.010881621,525.328671907,480.845698845
975,2781.602512,2329.38402856,2974.93535892,3179.88587763,2955.26761501,2652.83811848
976,510.108913,499.572016599,470.874793806,515.589328638,465.158259554,491.825773053
977,404.397006,404.295783739,373.229332246,410.782957838,369.410599465,387.517092157
978,2515.089776,1870.93971869,2082.70604776,2252.14784871,2068.51866757,1981.88639164
979,766.022885,663.578161477,850.838174035,905.531180631,844.131884414,758.909167438
